date,price,cash,btc_holdings,position_value,total_value,return,total_score,in_target_zone,peak,drawdown
2020-10-10,11301.57,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-11,11375.51,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-12,11539.76,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-13,11427.29,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-14,11429.3,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-15,11508.31,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-16,11326.25,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-17,11367.65,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-18,11513.33,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-19,11756.88,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-20,11921.78,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-21,12813.11,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-22,12990.25,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-23,12937.2,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-24,13126.13,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-25,13041.21,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-26,13069.43,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-27,13646.02,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-28,13285.97,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-29,13462.18,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-30,13565.95,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-10-31,13803.41,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-11-01,13761.72,10000.0,0.0,0.0,10000.0,0.0,1,False,10000.0,0.0
2020-11-02,13571.24,10000.0,0.0,0.0,10000.0,0.0,2,False,10000.0,0.0
2020-11-03,14023.78,10000.0,0.0,0.0,10000.0,0.0,2,False,10000.0,0.0
2020-11-04,14157.73,10000.0,0.0,0.0,10000.0,0.0,2,False,10000.0,0.0
