date,sth_mvrv,whale_holdings_change,lth_net_change_30d
2012-01-28,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-01-29,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-01-30,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-01-31,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-01,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-02,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-03,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-04,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-05,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-06,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-07,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-08,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-09,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-10,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-11,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-12,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-13,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-14,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-15,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-16,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-17,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-18,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-19,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-20,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-21,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-22,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-23,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-24,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-25,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-26,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-27,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-28,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-02-29,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-01,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-02,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-03,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-04,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-05,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-06,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-07,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-08,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-09,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-10,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-11,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-12,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-13,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-14,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-15,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-16,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-17,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-18,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-19,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-20,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-21,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-22,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-23,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-24,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-25,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-26,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-27,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-28,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-29,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-30,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-03-31,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-01,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-02,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-03,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-04,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-05,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-06,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-07,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-08,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-09,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-10,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-11,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-12,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-13,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-14,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-15,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-16,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-17,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-18,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-19,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-20,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-21,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-22,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-23,1.4777215189873418,0.0072151898734177,-37974.68354430387
2012-04-24,1.4777215189873418,0.0072151898734177,-37974.68354430387
