date,value,change,reasons
2022-12-22,0.9939240506329112,0.005316455696202427,2022年不应>0.95
2022-12-23,1.1283544303797468,0.13443037974683558,2022年不应>0.95; 大跳跃0.1344
2022-12-24,1.1283544303797468,0.0,2022年不应>0.95
2022-12-25,1.0250632911392406,0.10329113924050626,2022年不应>0.95; 大跳跃0.1033
2022-12-26,1.0326582278481014,0.0075949367088608,2022年不应>0.95
2022-12-27,1.0565822784810126,0.023924050632911253,2022年不应>0.95
2022-12-28,1.0975949367088609,0.041012658227848275,2022年不应>0.95
2022-12-29,1.1169620253164556,0.01936708860759473,2022年不应>0.95
2022-12-30,1.14126582278481,0.024303797468354427,2022年不应>0.95
2022-12-31,1.148481012658228,0.007215189873418071,2022年不应>0.95
2023-03-27,1.277215189873418,0.11050632911392433,大跳跃0.1105
2023-09-09,1.041012658227848,0.04708860759493683,魔法数字1.0410
2023-09-10,1.041012658227848,0.0,魔法数字1.0410
2023-09-18,0.9924050632911392,0.10063291139240516,大跳跃0.1006
2023-09-29,1.041012658227848,0.05620253164556965,魔法数字1.0410
2023-10-11,1.041012658227848,0.03987341772151898,魔法数字1.0410
2024-09-10,1.041012658227848,0.014810126582278427,魔法数字1.0410
2024-11-20,1.041012658227848,0.04139240506329123,魔法数字1.0410
2025-07-07,1.041012658227848,0.07025316455696207,魔法数字1.0410
2025-07-21,1.0413924050632912,0.0322784810126584,魔法数字1.0414
2025-08-18,1.0413924050632912,0.0007594936708861244,魔法数字1.0414
2025-08-19,1.0413924050632912,0.0,魔法数字1.0414
