date,whale_holdings_change
2021-05-10,0.004583333333333303
2021-05-11,0.005174050632911336
2021-05-12,0.004889240506329036
2021-05-13,0.001529535864978869
2021-05-14,-0.0032383966244725645
2021-05-15,-0.007605485232067465
2021-05-16,-0.008259493670886032
2021-05-17,-0.007405063291139197
2021-05-18,-0.00677215189873413
2021-05-19,-0.006608649789029498
2021-05-20,-0.0063765822784809635
2021-05-21,-0.004435654008438764
2021-05-22,-0.0047151898734176636
2021-05-23,-0.0063607594936708305
2021-05-24,-0.01065400843881853
2021-05-25,-0.013660337552742563
2021-05-26,-0.015717299578059032
2021-05-27,-0.016603375527426096
2021-05-28,-0.016666666666666597
2021-05-29,-0.01626054852320666
2021-05-30,-0.015585443037974595
2021-05-31,-0.012790084388185597
2021-06-01,-0.009567510548523164
2021-06-02,-0.0070991561181434305
2021-06-03,-0.00683544303797463
2021-06-04,-0.006286919831223563
2021-06-05,-0.003765822784810097
2021-06-06,-0.00022151898734179654
2021-06-07,0.0023997890295358033
2021-06-08,0.0035917721518986703
2021-06-09,0.0039820675105484695
2021-06-10,0.004546413502109637
2021-06-11,0.005116033755274203
2021-06-12,0.005432489451476737
2021-06-13,0.0042405063291138705
2021-06-14,0.003280590717299503
2021-06-15,0.002320675105485137
2021-06-16,0.0023734177215189033
2021-06-17,0.0018670886075948703
2021-06-18,0.0011497890295358367
2021-06-19,0.0018670886075949035
2021-06-20,0.0028375527426160035
2021-06-21,0.00376582278481007
2021-06-22,0.00318565400843877
2021-06-23,0.0028797468354430037
2021-06-24,0.0008016877637130703
2021-06-25,-0.0010706751054852298
2021-06-26,-0.003338607594936696
2021-06-27,0.0013765822784810036
2021-06-28,0.006065400843881837
2021-06-29,0.00948312236286917
2021-06-30,0.009324894514767904
2021-07-01,0.009303797468354405
2021-07-02,0.009229957805907137
2021-07-03,0.00605485232067507
2021-07-04,0.0027215189873417366
2021-07-05,0.0006645569620252701
2021-07-06,0.00016877637130800348
2021-07-07,0.0015717299578058702
2021-07-08,0.0031434599156117704
2021-07-09,0.004546413502109637
2021-07-10,0.002056962025316437
2021-07-11,-0.002289029535864963
2021-07-12,-0.005949367088607563
2021-07-13,-0.008528481012658197
2021-07-14,-0.010332278481012631
2021-07-15,-0.01444620253164553
2021-07-16,-0.017478902953586464
2021-07-17,-0.019504219409282663
2021-07-18,-0.019588607594936663
2021-07-19,-0.01886075949367083
2021-07-20,-0.017700421940928197
2021-07-21,-0.016497890295358596
2021-07-22,-0.016207805907172964
2021-07-23,-0.016376582278481
2021-07-24,-0.01779008438818563
2021-07-25,-0.020348101265822763
2021-07-26,-0.023143459915611796
2021-07-27,-0.024715189873417698
2021-07-28,-0.023206751054852297
2021-07-29,-0.02056962025316453
2021-07-30,-0.0182489451476793
2021-07-31,-0.017652953586497832
2021-08-01,-0.017737341772151832
2021-08-02,-0.016503164556961967
2021-08-03,-0.01425105485232063
2021-08-04,-0.011993670886075896
2021-08-05,-0.011592827004219363
2021-08-06,-0.012320675105485195
2021-08-07,-0.01147679324894513
2021-08-08,-0.009493670886075929
2021-08-09,-0.007426160337552696
2021-08-10,-0.0070464135021096296
2021-08-11,-0.0069620253164556
2021-08-12,-0.0065611814345990635
2021-08-13,-0.005801687763712996
2021-08-14,-0.005200421940928197
2021-08-15,-0.004989451476793197
2021-08-16,-0.00513713080168773
2021-08-17,-0.005780590717299562
2021-08-18,-0.007109704641350197
2021-08-19,-0.00843881856540083
2021-08-20,-0.0091139240506329
2021-08-21,-0.00806962025316453
2021-08-22,-0.00608649789029533
2021-08-23,-0.004820675105485196
2021-08-24,-0.004725738396624429
2021-08-25,-0.00573839662447253
2021-08-26,-0.006054852320675063
2021-08-27,-0.006550632911392362
2021-08-28,-0.007215189873417662
2021-08-29,-0.008196202531645496
2021-08-30,-0.009103375527426098
2021-08-31,-0.009789029535864928
2021-09-01,-0.01080168776371303
2021-09-02,-0.011582278481012597
2021-09-03,-0.011139240506329029
2021-09-04,-0.01006329113924043
2021-09-05,-0.009767932489451398
2021-09-06,-0.011144514767932429
2021-09-07,-0.013053797468354363
2021-09-08,-0.014404008438818497
2021-09-09,-0.015179324894514698
2021-09-10,-0.015622362869198264
2021-09-11,-0.015970464135021064
2021-09-12,-0.016329113924050596
2021-09-13,-0.015274261603375465
2021-09-14,-0.014135021097046363
2021-09-15,-0.013164556962025264
2021-09-16,-0.01354430379746833
2021-09-17,-0.01364978902953583
2021-09-18,-0.012742616033755231
2021-09-19,-0.011508438818565331
2021-09-20,-0.010727848101265763
2021-09-21,-0.010791139240506295
2021-09-22,-0.011160337552742596
2021-09-23,-0.011835443037974664
2021-09-24,-0.012457805907172964
2021-09-25,-0.012879746835442997
2021-09-26,-0.012405063291139197
2021-09-27,-0.012267932489451428
2021-09-28,-0.01218354430379743
2021-09-29,-0.011930379746835397
2021-09-30,-0.011582278481012597
2021-10-01,-0.011286919831223563
2021-10-02,-0.011276371308016795
2021-10-03,-0.011149789029535798
2021-10-04,-0.011044303797468298
2021-10-05,-0.011740506329113864
2021-10-06,-0.012668776371307963
2021-10-07,-0.013016877637130731
2021-10-08,-0.012415611814345931
2021-10-09,-0.01150843881856533
2021-10-10,-0.009156118143459862
2021-10-11,-0.0058755274261602965
2021-10-12,-0.00178270042194093
2021-10-13,0.00045886075949363677
2021-10-14,0.0014715189873417032
2021-10-15,0.0021677215189872703
2021-10-16,0.0025105485232067037
2021-10-17,0.0005590717299578033
2021-10-18,-0.0025105485232066968
2021-10-19,-0.005327004219409198
2021-10-20,-0.005611814345991496
2021-10-21,-0.003966244725738363
2021-10-22,-0.0018248945147679631
2021-10-23,0.00047468354430373684
2021-10-24,0.00027426160337547007
2021-10-25,-0.0019831223628691964
2021-10-26,-0.004905063291139196
2021-10-27,-0.006191983122362796
2021-10-28,-0.006951476793248898
2021-10-29,-0.0075421940928269635
2021-10-30,-0.007383966244725731
2021-10-31,-0.005733122362869165
2021-11-01,-0.0036234177215189304
2021-11-02,-0.0003111814345991305
2021-11-03,0.004029535864978903
2021-11-04,0.007985232067510504
2021-11-05,0.01002109704641347
2021-11-06,0.01118143459915607
2021-11-07,0.012331223628691936
2021-11-08,0.01165611814345987
2021-11-09,0.010780590717299537
2021-11-10,0.01025316455696197
2021-11-11,0.01135021097046407
2021-11-12,0.012594936708860702
2021-11-13,0.013438818565400803
2021-11-14,0.012953586497890269
2021-11-15,0.011919831223628637
2021-11-16,0.010390295358649737
2021-11-17,0.008976793248945103
2021-11-18,0.007447257383966202
2021-11-19,0.006297468354430336
2021-11-20,0.004377637130801636
2021-11-21,0.0007911392405063363
2021-11-22,-0.0035970464135020638
2021-11-23,-0.00713080168776363
2021-11-24,-0.009324894514767864
2021-11-25,-0.010559071729957731
2021-11-26,-0.010369198312236231
2021-11-27,-0.009546413502109665
2021-11-28,-0.008575949367088597
2021-11-29,-0.00839662447257383
2021-11-30,-0.009050632911392397
2021-12-01,-0.00990506329113923
2021-12-02,-0.00959915611814343
2021-12-03,-0.00860759493670883
2021-12-04,-0.006983122362869164
2021-12-05,-0.005390295358649763
2021-12-06,-0.0036550632911391966
2021-12-07,-0.002357594936708797
2021-12-08,-0.002389240506329064
2021-12-09,-0.0019725738396623974
2021-12-10,-0.001508438818565364
2021-12-11,4.2194092827036235e-05
2021-12-12,0.0014873417721519028
2021-12-13,0.0037341772151898364
2021-12-14,0.005316455696202469
2021-12-15,0.006118143459915537
2021-12-16,0.005632911392405003
2021-12-17,0.005875527426160303
2021-12-18,0.006645569620253137
2021-12-19,0.00808016877637127
2021-12-20,0.008786919831223568
2021-12-21,0.008892405063291068
2021-12-22,0.008586497890295303
2021-12-23,0.007837552742615968
2021-12-24,0.006729957805907103
2021-12-25,0.005553797468354336
2021-12-26,0.004762658227848036
2021-12-27,0.005237341772151838
2021-12-28,0.00577004219409277
2021-12-29,0.006972573839662369
2021-12-30,0.007584388185653937
2021-12-31,0.007805907172995703
2022-01-01,0.006213080168776302
2022-01-02,0.005400843881856469
2022-01-03,0.004989451476793202
2022-01-04,0.005791139240506268
2022-01-05,0.005770042194092769
2022-01-06,0.005284810126582201
2022-01-07,0.0046518987341771355
2022-01-08,0.004103375527426102
2022-01-09,0.004462025316455636
2022-01-10,0.004957805907172936
2022-01-11,0.005221518987341702
2022-01-12,0.005221518987341703
2022-01-13,0.0054113924050632365
2022-01-14,0.00663502109704637
2022-01-15,0.007637130801687736
2022-01-16,0.008185654008438804
2022-01-17,0.007162447257383936
2022-01-18,0.006181434599156103
2022-01-19,0.005200421940928236
2022-01-20,0.004641350210970436
2022-01-21,0.0035864978902953033
2022-01-22,0.002310126582278436
2022-01-23,0.0012658227848100696
2022-01-24,0.0003691983122362695
2022-01-25,5.274261603375398e-05
2022-01-26,-0.0011708860759493459
2022-01-27,-0.003248945147679313
2022-01-28,-0.00540084388185653
2022-01-29,-0.005949367088607564
2022-01-30,-0.005617088607594897
2022-01-31,-0.005617088607594897
2022-02-01,-0.006777426160337531
2022-02-02,-0.007837552742615996
2022-02-03,-0.008565400843881797
2022-02-04,-0.008818565400843798
2022-02-05,-0.008860759493670796
2022-02-06,-0.008217299578058997
2022-02-07,-0.007267932489451431
2022-02-08,-0.0049736286919830975
2022-02-09,-0.0020411392405063305
2022-02-10,0.0022415611814345696
2022-02-11,0.005833333333333269
2022-02-12,0.009187763713080102
2022-02-13,0.012405063291139167
2022-02-14,0.014989451476793168
2022-02-15,0.016128691983122303
2022-02-16,0.014905063291139204
2022-02-17,0.013570675105485203
2022-02-18,0.012484177215189837
2022-02-19,0.01280063291139237
2022-02-20,0.014240506329113903
2022-02-21,0.016033755274261572
2022-02-22,0.017405063291139205
2022-02-23,0.017732067510548472
2022-02-24,0.017573839662447202
2022-02-25,0.017341772151898673
2022-02-26,0.01689345991561177
2022-02-27,0.016439873417721473
2022-02-28,0.014720464135021039
2022-03-01,0.012278481012658169
2022-03-02,0.009145569620253103
2022-03-03,0.006381856540084337
2022-03-04,0.0037763713080168036
2022-03-05,0.00225738396624467
2022-03-06,0.00171940928270037
2022-03-07,0.00202531645569617
2022-03-08,0.002099156118143437
2022-03-09,0.0020253164556961706
2022-03-10,0.00152953586497887
2022-03-11,0.0003375527426160035
2022-03-12,-0.0005907172995780299
2022-03-13,-0.0014451476793248298
2022-03-14,-0.0022046413502108965
2022-03-15,-0.00328059071729953
2022-03-16,-0.004335443037974663
2022-03-17,-0.0047257383966244635
2022-03-18,-0.005
2022-03-19,-0.00488396624472573
2022-03-20,-0.0037974683544303636
2022-03-21,-0.0022468354430379297
2022-03-22,0.0001054852320675367
2022-03-23,0.00154008438818567
2022-03-24,0.0022468354430379366
2022-03-25,0.0018037974683544034
2022-03-26,0.0012816455696202033
2022-03-27,0.0009968354430379368
2022-03-28,0.0009335443037974035
2022-03-29,0.0008122362869197701
2022-03-30,0.00018987341772150345
2022-03-31,-0.00033755274261599655
2022-04-01,-0.0005590717299577521
2022-04-02,-0.00014767932489451877
2022-04-03,-0.0006223628691983188
2022-04-04,-0.0016139240506328964
2022-04-05,-0.003006329113923996
2022-04-06,-0.004082278481012596
2022-04-07,-0.004862869198312163
2022-04-08,-0.005052742616033663
2022-04-09,-0.004715189873417631
2022-04-10,-0.004567510548523129
2022-04-11,-0.00502109704641343
2022-04-12,-0.006012658227848029
2022-04-13,-0.006909282700421863
2022-04-14,-0.007594936708860696
2022-04-15,-0.00778481012658223
2022-04-16,-0.007879746835443
2022-04-17,-0.007900843881856495
2022-04-18,-0.007921940928269996
2022-04-19,-0.00767932489451473
2022-04-20,-0.007267932489451429
2022-04-21,-0.005970464135021063
2022-04-22,-0.004762658227848063
2022-04-23,-0.003528481012658196
2022-04-24,-0.002863924050632863
2022-04-25,-0.002774261603375463
2022-04-26,-0.0036392405063290626
2022-04-27,-0.005052742616033696
2022-04-28,-0.006002109704641296
2022-04-29,-0.005896624472573764
2022-04-30,-0.005569620253164496
2022-05-01,-0.005094936708860696
2022-05-02,-0.0046835443037974295
2022-05-03,-0.004071729957805863
2022-05-04,-0.0033966244725737965
2022-05-05,-0.0026898734177214635
2022-05-06,-0.0017616033755273632
2022-05-07,-0.0021202531645568966
2022-05-08,-0.0029324894514767296
2022-05-09,-0.004156118143459863
2022-05-10,-0.004567510548523163
2022-05-11,-0.00476793248945143
2022-05-12,-0.0049683544303797
2022-05-13,-0.004672995780590663
2022-05-14,-0.0039451476793248294
2022-05-15,-0.0038713080168775635
2022-05-16,-0.0042405063291138636
2022-05-17,-0.004905063291139196
2022-05-18,-0.0049578059071729635
2022-05-19,-0.0056329113924050295
2022-05-20,-0.006445147679324863
2022-05-21,-0.0072151898734177
2022-05-22,-0.006919831223628663
2022-05-23,-0.007510548523206696
2022-05-24,-0.008111814345991496
2022-05-25,-0.008892405063291064
2022-05-26,-0.008048523206750995
2022-05-27,-0.007964135021096996
2022-05-28,-0.008312236286919796
2022-05-29,-0.00948839662447253
2022-05-30,-0.00998417721518983
2022-05-31,-0.010353375527426097
2022-06-01,-0.01088607594936703
2022-06-02,-0.011065400843881796
2022-06-03,-0.009462025316455664
2022-06-04,-0.007394514767932463
2022-06-05,-0.00552742616033753
2022-06-06,-0.0044514767932488965
2022-06-07,-0.003412447257383896
2022-06-08,-0.00226265822784803
2022-06-09,-0.0022310126582277966
2022-06-10,-0.001297468354430363
2022-06-11,-0.00020042194092826314
2022-06-12,0.0010337552742616036
2022-06-13,0.001065400843881837
2022-06-14,0.0015295358649788703
2022-06-15,0.0022890295358649368
2022-06-16,0.0031645569620252704
2022-06-17,0.003259493670886037
2022-06-18,0.0032278481012657703
2022-06-19,0.00324894514767927
2022-06-20,0.002953586497890237
2022-06-21,0.0022257383966244365
2022-06-22,0.00208860759493667
2022-06-23,0.0022784810126581703
2022-06-24,0.00251054852320667
2022-06-25,0.002194092827004137
2022-06-26,0.001962025316455637
2022-06-27,0.002067510548523137
2022-06-28,0.001793248945147637
2022-06-29,0.0015400843881856034
2022-06-30,0.00146624472573837
2022-07-01,0.0018881856540084035
2022-07-02,0.00239451476793247
2022-07-03,0.005274261603375504
2022-07-04,0.008011603375527403
2022-07-05,0.010617088607594903
2022-07-06,0.010564345991561136
2022-07-07,0.01083333333333327
2022-07-08,0.01083333333333327
2022-07-09,0.01064345991561177
2022-07-10,0.010010548523206703
2022-07-11,0.01010548523206747
2022-07-12,0.01062236286919827
2022-07-13,0.01084388185654007
2022-07-14,0.010189873417721504
2022-07-15,0.007383966244725704
2022-07-16,0.006149789029535803
2022-07-17,0.005274261603375436
2022-07-18,0.005601265822784736
2022-07-19,0.004272151898734137
2022-07-20,0.002383966244725703
2022-07-21,-0.0005696202531645634
2022-07-22,-0.0038502109704641302
2022-07-23,-0.006898734177215131
2022-07-24,-0.00832278481012653
2022-07-25,-0.009113924050632863
2022-07-26,-0.00957805907172993
2022-07-27,-0.01005274261603373
2022-07-28,-0.010928270042194063
2022-07-29,-0.011793248945147628
2022-07-30,-0.012257383966244664
2022-07-31,-0.01055907172995773
2022-08-01,-0.00855485232067503
2022-08-02,-0.0062974683544302955
2022-08-03,-0.006276371308016796
2022-08-04,-0.00644514767932483
2022-08-05,-0.00666666666666663
2022-08-06,-0.006160337552742597
2022-08-07,-0.005780590717299563
2022-08-08,-0.005706751054852297
2022-08-09,-0.005421940928269996
2022-08-10,-0.004878691983122296
2022-08-11,-0.004034810126582197
2022-08-12,-0.0033913502109703965
2022-08-13,-0.005675105485231997
2022-08-14,-0.008248945147679263
2022-08-15,-0.010411392405063231
2022-08-16,-0.00972573839662443
2022-08-17,-0.009240506329113897
2022-08-18,-0.009789029535864963
2022-08-19,-0.01068037974683543
2022-08-20,-0.011503164556961995
2022-08-21,-0.012452531645569564
2022-08-22,-0.013333333333333265
2022-08-23,-0.01405063291139233
2022-08-24,-0.013090717299577998
2022-08-25,-0.011033755274261564
2022-08-26,-0.008987341772151864
2022-08-27,-0.006413502109704597
2022-08-28,-0.0013027426160337298
2022-08-29,0.0073575949367088375
2022-08-30,0.018444092827004172
2022-08-31,0.02866033755274257
2022-09-01,0.035337552742616
2022-09-02,0.03739451476793244
2022-09-03,0.038670886075949304
2022-09-04,0.04040084388185647
2022-09-05,0.043111814345991505
2022-09-06,0.044256329113924
2022-09-07,0.0452689873417721
2022-09-08,0.04683016877637127
2022-09-09,0.048069620253164545
2022-09-10,0.0489873417721519
2022-09-11,0.04640295358649787
2022-09-12,0.043449367088607575
2022-09-13,0.04049578059071727
2022-09-14,0.038544303797468336
2022-09-15,0.03676160337552741
2022-09-16,0.0347784810126582
2022-09-17,0.029029535864978872
2022-09-18,0.01831223628691977
2022-09-19,0.008407172995780502
2022-09-20,0.0043881856540083685
2022-09-21,0.004947257383966202
2022-09-22,0.0021518987341772357
2022-09-23,-0.0012869198312235976
2022-09-24,-0.00491561181434593
2022-09-25,-0.006202531645569564
2022-09-26,-0.007784810126582197
2022-09-27,-0.008670886075949296
2022-09-28,-0.008248945147679263
2022-09-29,-0.006223628691983064
2022-09-30,-0.0035970464135020304
2022-10-01,-0.002204641350210897
2022-10-02,-0.0022573839662446637
2022-10-03,-0.0033755274261602973
2022-10-04,-0.00416139240506323
2022-10-05,-0.0046993670886075305
2022-10-06,-0.004055907172995697
2022-10-07,-0.0037025316455695637
2022-10-08,-0.003354430379746797
2022-10-09,-0.003059071729957797
2022-10-10,-0.00214135021097043
2022-10-11,-0.0007383966244725637
2022-10-12,0.00016877637130800286
2022-10-13,0.0004377637130801258
2022-10-14,-7.911392405064077e-05
2022-10-15,-0.0011656118143459407
2022-10-16,-0.001518987341772097
2022-10-17,-0.0013818565400843304
2022-10-18,-0.0005485232067510312
2022-10-19,0.0003797468354430355
2022-10-20,0.0011181434599155688
2022-10-21,0.0015717299578058362
2022-10-22,0.001424050632911336
2022-10-23,0.0012025316455695695
2022-10-24,0.002795358649789003
2022-10-25,0.0044620253164556695
2022-10-26,0.006234177215189836
2022-10-27,0.00613924050632907
2022-10-28,0.0035864978902953363
2022-10-29,0.0006118143459915692
2022-10-30,-0.0024894514767931975
2022-10-31,-0.002521097046413464
2022-11-01,-0.0015506329113923972
2022-11-02,-1.0548523206797457e-05
2022-11-03,-2.1097046413530803e-05
2022-11-04,-0.0010864978902953308
2022-11-05,-0.0027109704641349644
2022-11-06,-0.003554852320675065
2022-11-07,-0.004219409282700397
2022-11-08,-0.004789029535864931
2022-11-09,-0.0051951476793248305
2022-11-10,-0.005332278481012597
2022-11-11,-0.0065981012658227305
2022-11-12,-0.008090717299577997
2022-11-13,-0.00958860759493663
2022-11-14,-0.008881856540084295
2022-11-15,-0.006413502109704564
2022-11-16,-0.004135021097046364
2022-11-17,-0.0025738396624472304
2022-11-18,-0.0025052742616033306
2022-11-19,-0.0021993670886075304
2022-11-20,-0.0021255274261602636
2022-11-21,-0.0022257383966244305
2022-11-22,-0.0026793248945147304
2022-11-23,-0.00311181434599153
2022-11-24,-0.0031223628691982638
2022-11-25,-0.002130801687763664
2022-11-26,-0.000812236286919797
2022-11-27,0.00017932489451476957
2022-11-28,0.0004430379746835029
2022-11-29,-0.0001793248945147971
2022-11-30,-0.0007805907172995638
2022-12-01,-0.0013502109704640636
2022-12-02,-0.0018248945147678636
2022-12-03,-0.002383966244725697
2022-12-04,-0.003312236286919797
2022-12-05,-0.003966244725738363
2022-12-06,-0.004588607594936664
2022-12-07,-0.00485232067510543
2022-12-08,-0.0049367088607594305
2022-12-09,-0.004746835443037897
2022-12-10,-0.004367088607594864
2022-12-11,-0.00390295358649783
2022-12-12,-0.003449367088607564
2022-12-13,-0.003069620253164531
2022-12-14,-0.002795358649788997
2022-12-15,-0.0031329113924049973
2022-12-16,-0.003533755274261531
2022-12-17,-0.0038607594936707974
2022-12-18,-0.003027426160337497
2022-12-19,-0.0025843881856539635
2022-12-20,-0.0024261603375526973
2022-12-21,-0.002341772151898664
2022-12-22,-0.0005168776371307637
2022-12-23,0.002109704641350203
2022-12-24,0.00411392405063287
2022-12-25,0.004810126582278436
2022-12-26,0.005031645569620203
2022-12-27,0.005284810126582236
2022-12-28,0.005464135021097004
2022-12-29,0.005717299578059036
2022-12-30,0.005917721518987303
2022-12-31,0.005917721518987303
2023-01-01,0.00597046413502107
2023-01-02,0.0060864978902953025
2023-01-03,0.0063554852320674695
2023-01-04,0.00637658227848097
2023-01-05,0.006397679324894503
2023-01-06,0.007573839662447236
2023-01-07,0.008786919831223603
2023-01-08,0.009641350210970435
2023-01-09,0.00855485232067507
2023-01-10,0.004936708860759504
2023-01-11,-0.0005168776371307632
2023-01-12,-0.00514767932489443
2023-01-13,-0.0072468354430379
2023-01-14,-0.006603375527426097
2023-01-15,-0.006265822784810062
2023-01-16,-0.006265822784810062
2023-01-17,-0.00691983122362863
2023-01-18,-0.0070675105485231635
2023-01-19,-0.0068670886075948975
2023-01-20,-0.0066244725738396305
2023-01-21,-0.0066244725738396305
2023-01-22,-0.006677215189873398
2023-01-23,-0.006993670886075931
2023-01-24,-0.007911392405063262
2023-01-25,-0.008902953586497862
2023-01-26,-0.009609704641350162
2023-01-27,-0.009282700421940897
2023-01-28,-0.007362869198312197
2023-01-29,-0.003533755274261597
2023-01-30,-0.0005590717299578299
2023-01-31,0.00047468354430377024
2023-02-01,-0.0019303797468354297
2023-02-02,-0.0038713080168775635
2023-02-03,-0.005105485232067429
2023-02-04,-0.005305907172995696
2023-02-05,-0.0056540084388184975
2023-02-06,-0.006329113924050563
2023-02-07,-0.00640295358649783
