date,price,volume,sth_mvrv,lth_net_change_30d,whale_holdings_change,mvrv_score,whale_score,lth_score,total_score,strategy_signal
2020-12-21,22727.13,1750627321.07,1.2278481012658229,143037.97468354434,-0.0133966244725737,0,0,0,0,SELL
2020-12-22,23823.32,1149767378.59,1.2031645569620253,139873.41772151896,-0.0144303797468353,0,0,0,0,SELL
2020-12-23,23239.5,1552020951.78,1.1818987341772154,184177.21518987344,-0.0151793248945146,1,0,1,2,DCA
2020-12-24,23724.2,923848542.66,1.1750632911392405,191772.15189873416,-0.0159071729957805,1,0,1,2,DCA
2020-12-25,24707.98,1199894883.01,1.1864556962025317,201265.82278481012,-0.0160443037974683,1,0,1,2,DCA
2020-12-26,26445.7,1611547513.19,1.2035443037974685,258860.75949367092,-0.0161286919831222,0,0,1,1,SELL
2020-12-27,26249.27,2463390777.21,1.230126582278481,256962.0253164557,-0.0152531645569619,0,0,1,1,SELL
2020-12-28,27039.45,1402005893.58,1.2358227848101266,266455.6962025317,-0.0142721518987341,0,0,1,1,SELL
2020-12-29,27360.78,1479551411.61,1.2358227848101266,275949.36708860757,-0.0132911392405062,0,0,1,1,SELL
2020-12-30,28889.61,1993721842.2,1.2422784810126584,274683.5443037975,-0.0117721518987341,0,0,1,1,SELL
2020-12-31,28972.4,1924969475.46,1.2586075949367088,251898.73417721517,-0.0104430379746834,0,0,1,1,SELL
2021-01-01,29388.94,1487306218.52,1.268860759493671,248734.17721518988,-0.009018987341772,0,2,1,3,DCA
2021-01-02,32203.64,3750440817.91,1.267341772151899,249367.08860759495,-0.0087183544303796,0,2,1,3,DCA
