entry_date,exit_date,entry_price,exit_price,pnl,pnl_pct,holding_days,reason
2015-08-26 00:00:00+00:00,2015-08-27 00:00:00+00:00,225.83099365234375,224.7689971923828,-4.912537891569125,-0.470261607047539,1,超出最大回撤30.4%
2015-09-24 00:00:00+00:00,2015-09-25 00:00:00+00:00,234.5290069580078,235.1439971923828,2.737357929427853,0.26222352720962716,1,超出最大回撤30.4%
2015-11-26 00:00:00+00:00,2015-11-27 00:00:00+00:00,352.6839904785156,358.0419921875,15.865283060145602,1.519207521077078,1,超出最大回撤30.2%
2016-01-07 00:00:00+00:00,2016-01-08 00:00:00+00:00,458.0480041503906,453.2300109863281,-11.009673928848004,-1.0518533255044185,1,超出最大回撤30.3%
2016-01-20 00:00:00+00:00,2016-01-21 00:00:00+00:00,420.2300109863281,410.2619934082031,-24.788784999592057,-2.372038483098558,1,超出最大回撤30.6%
2016-01-24 00:00:00+00:00,2016-01-25 00:00:00+00:00,402.97100830078125,391.72601318359375,-29.058351906945635,-2.7905221183540165,1,超出最大回撤30.9%
2016-02-04 00:00:00+00:00,2016-02-05 00:00:00+00:00,389.593994140625,386.54901123046875,-8.1046905633707,-0.7815785037633706,1,超出最大回撤31.0%
2016-02-10 00:00:00+00:00,2016-02-11 00:00:00+00:00,381.64898681640625,379.65399169921875,-37.89920881631464,-0.5227303585499102,1,超出最大回撤31.3%
2016-03-11 00:00:00+00:00,2016-03-12 00:00:00+00:00,421.69000244140625,411.6239929199219,-24.588279901071484,-2.387063829639415,1,超出最大回撤31.6%
2016-03-15 00:00:00+00:00,2016-03-16 00:00:00+00:00,416.8299865722656,417.010986328125,0.4456822390007182,0.04342292102058141,1,超出最大回撤31.6%
2016-03-22 00:00:00+00:00,2016-03-23 00:00:00+00:00,418.0889892578125,418.0409851074219,-0.11785408396900841,-0.011481802110082234,1,超出最大回撤31.6%
2016-04-02 00:00:00+00:00,2016-04-03 00:00:00+00:00,420.87298583984375,420.90399169921875,0.07561706581287186,0.007367034810544662,1,超出最大回撤31.6%
2016-04-11 00:00:00+00:00,2016-04-12 00:00:00+00:00,422.4830017089844,425.19000244140625,6.576745429636173,0.6407360110280879,1,超出最大回撤31.5%
2016-05-15 00:00:00+00:00,2016-05-16 00:00:00+00:00,457.5679931640625,454.1629943847656,-7.645579750928311,-0.7441514332660067,1,超出最大回撤31.6%
2016-05-25 00:00:00+00:00,2016-05-26 00:00:00+00:00,449.5989990234375,453.3840026855469,8.639826604042973,0.8418621194287987,1,超出最大回撤31.5%
2016-07-01 00:00:00+00:00,2016-07-02 00:00:00+00:00,676.2960205078125,703.7020263671875,41.64099042638485,4.05236834586082,1,超出最大回撤31.1%
2016-07-06 00:00:00+00:00,2016-07-07 00:00:00+00:00,677.3309936523438,640.56201171875,-56.12090730489369,-5.4285101786537036,1,超出最大回撤31.6%
2016-07-14 00:00:00+00:00,2016-07-15 00:00:00+00:00,658.0780029296875,663.2550048828125,8.066667334969358,0.7866851543551956,1,超出最大回撤31.6%
2016-08-06 00:00:00+00:00,2016-08-07 00:00:00+00:00,587.7780151367188,592.6900024414062,8.579248900506485,0.8356874837424736,1,超出最大回撤31.5%
2016-08-17 00:00:00+00:00,2016-08-18 00:00:00+00:00,573.2160034179688,574.3179931640625,5.269597079269097,0.19224685625014176,1,超出最大回撤31.4%
2016-08-30 00:00:00+00:00,2016-08-31 00:00:00+00:00,577.5029907226562,575.4719848632812,-9.64737011778191,-0.3516875050003651,1,超出最大回撤31.5%
2016-09-03 00:00:00+00:00,2016-09-04 00:00:00+00:00,598.2119750976562,608.6339721679688,95.44791977703339,1.74219131414264,1,超出最大回撤30.6%
2016-09-26 00:00:00+00:00,2016-09-27 00:00:00+00:00,608.0430297851562,606.166015625,-3.2152617108448465,-0.3086975868828671,1,超出最大回撤30.6%
2016-11-30 00:00:00+00:00,2017-01-05 00:00:00+00:00,745.6909790039064,1013.3800048828125,2616.083894583083,35.89811777480332,36,移动止盈(回撤12.2%)
2017-01-17 00:00:00+00:00,2017-03-10 00:00:00+00:00,894.8389372759302,1116.719970703125,2482.723121008395,24.795639101562262,52,移动止盈(回撤12.4%)
2017-03-13 00:00:00+00:00,2017-03-18 00:00:00+00:00,1231.9200439453125,973.8179931640625,-378.3568864709832,-20.951201504495344,5,固定止损-15%
2017-03-27 00:00:00+00:00,2017-05-26 00:00:00+00:00,1093.800875665796,2202.419921875,12495.92172984009,101.35474114832724,60,极端盈利保护
2017-06-20 00:00:00+00:00,2017-07-14 00:00:00+00:00,2721.7900390625,2233.340087890625,-650.2754901582573,-17.945908544074097,24,固定止损-15%
2017-07-18 00:00:00+00:00,2017-09-04 00:00:00+00:00,2710.2836656049776,4236.31005859375,14191.705316189262,56.305043355974306,48,移动止盈(回撤13.4%)
2017-09-18 00:00:00+00:00,2017-11-11 00:00:00+00:00,3916.2690575721385,6357.60009765625,24540.562785959086,62.33818474151509,54,移动止盈(回撤14.8%)
2017-11-15 00:00:00+00:00,2017-12-09 00:00:00+00:00,8465.112522285352,15178.2001953125,54625.29795603991,79.30299396911968,24,移动止盈(回撤15.2%)
2018-01-02 00:00:00+00:00,2018-01-11 00:00:00+00:00,16103.724609375,13405.7998046875,-20635.577736264404,-16.753421150265243,9,超出最大回撤31.6%
2018-01-20 00:00:00+00:00,2018-01-21 00:00:00+00:00,12899.2001953125,11600.099609375,-1436.9354724748484,-10.071171594108497,1,短期止损-10.1%
2018-01-25 00:00:00+00:00,2018-02-01 00:00:00+00:00,11259.400390625,9170.5400390625,-2606.9972415757093,-18.552145576968414,7,固定止损-15%
2018-02-08 00:00:00+00:00,2018-03-17 00:00:00+00:00,8713.927734375,7916.8798828125,-8790.364995662929,-9.14682650417536,37,超出最大回撤33.1%
2018-03-19 00:00:00+00:00,2018-03-29 00:00:00+00:00,8630.650390625,7165.7001953125,-2075.812624322958,-16.973809956475527,10,固定止损-15%
2018-04-03 00:00:00+00:00,2018-06-10 00:00:00+00:00,7780.9649658203125,6786.02001953125,-10687.201230902632,-12.78690947279146,68,超出最大回撤32.6%
2018-06-16 00:00:00+00:00,2018-09-04 00:00:00+00:00,6379.338224869281,7361.66015625,11050.203032091198,15.398492708087264,80,移动止盈(回撤12.6%)
2018-09-14 00:00:00+00:00,2018-11-15 00:00:00+00:00,6681.7347053031945,5648.02978515625,-12939.501771749296,-15.470607046498086,62,固定止损-15%
2018-11-23 00:00:00+00:00,2018-11-24 00:00:00+00:00,4347.10986328125,3880.760009765625,-1068.6014925009306,-10.727813839138145,1,短期止损-10.7%
2018-11-25 00:00:00+00:00,2018-12-07 00:00:00+00:00,4009.969970703125,3419.937255859375,-1442.0958752495776,-14.714142977491951,12,超出最大回撤30.0%
2018-12-09 00:00:00+00:00,2019-05-17 00:00:00+00:00,3664.62932377542,7343.8955078125,67736.60724524761,100.3994090252648,159,极端盈利保护
2019-06-12 00:00:00+00:00,2019-06-27 00:00:00+00:00,8937.208578548785,11182.806640625,35241.31478462721,25.12639200864273,15,移动止盈(回撤14.1%)
2019-07-20 00:00:00+00:00,2019-09-24 00:00:00+00:00,10491.53662109375,8620.56640625,-31230.851711572497,-17.83313810373661,66,超出最大回撤30.3%
2019-09-29 00:00:00+00:00,2019-11-24 00:00:00+00:00,8514.635528689741,7047.9169921875,-24845.505275110027,-17.225852258269768,56,固定止损-15%
2019-11-26 00:00:00+00:00,2019-12-14 00:00:00+00:00,7359.24365234375,7124.673828125,-3740.8924176382684,-3.187417556749122,18,超出最大回撤30.3%
2019-12-18 00:00:00+00:00,2020-02-26 00:00:00+00:00,7403.032516208768,8820.5224609375,21778.260917461746,19.147422919258705,70,移动止盈(回撤14.6%)
2020-03-03 00:00:00+00:00,2020-03-12 00:00:00+00:00,8787.7861328125,4970.7880859375,-8411.789846882079,-43.435263321017835,9,固定止损-15%
2020-03-17 00:00:00+00:00,2020-05-10 00:00:00+00:00,6477.140649228748,8756.4306640625,46252.45266907368,35.189756379694394,54,移动止盈(回撤12.0%)
2020-05-28 00:00:00+00:00,2021-01-11 00:00:00+00:00,9645.351669960852,35566.65625,471987.857840981,268.7440071342091,228,移动止盈(回撤12.8%)
2021-01-29 00:00:00+00:00,2021-02-23 00:00:00+00:00,37554.32614733557,48824.42578125,204220.55897768738,30.01012344010341,25,移动止盈(回撤15.1%)
2021-03-03 00:00:00+00:00,2021-05-15 00:00:00+00:00,55633.6279296875,46760.1875,-142022.32278217017,-15.949778506090217,73,超出最大回撤31.0%
2021-05-24 00:00:00+00:00,2021-06-21 00:00:00+00:00,37516.63596463223,31676.693359375,-112837.2083267505,-15.56627468081806,28,固定止损-15%
2021-06-27 00:00:00+00:00,2021-09-08 00:00:00+00:00,35248.643817821176,46091.390625,187209.63602178235,30.760748876519607,73,移动止盈(回撤12.4%)
2021-09-15 00:00:00+00:00,2021-09-21 00:00:00+00:00,48176.34765625,40693.67578125,-17830.355699572694,-15.531837175351459,6,固定止损-15%
2021-09-30 00:00:00+00:00,2021-11-18 00:00:00+00:00,47455.61546228106,56942.13671875,158890.5950370413,19.990302863122867,49,移动止盈(回撤15.7%)
2021-11-28 00:00:00+00:00,2022-01-07 00:00:00+00:00,51406.6201171875,41557.90234375,-181879.07566700355,-19.158461985997477,40,超出最大回撤31.4%
2022-01-11 00:00:00+00:00,2022-01-22 00:00:00+00:00,42735.85546875,35030.25,-20107.993164752163,-18.03077388818065,11,固定止损-15%
2022-01-25 00:00:00+00:00,2022-05-09 00:00:00+00:00,37718.564453125,30296.953125,-150287.88449621137,-19.676282583204504,104,超出最大回撤37.9%
2022-05-13 00:00:00+00:00,2022-06-13 00:00:00+00:00,29167.75117004,22487.388671875,-52148.68861696202,-22.903248382846918,31,固定止损-15%
2022-06-19 00:00:00+00:00,2022-11-09 00:00:00+00:00,21332.47314453125,15880.7802734375,-139053.209864252,-25.55584077925505,143,超出最大回撤36.7%
2022-11-23 00:00:00+00:00,2023-03-08 00:00:00+00:00,16758.726373036905,21718.080078125,117370.16723073681,29.592664709098628,105,移动止盈(回撤12.5%)
2023-03-12 00:00:00+00:00,2024-01-18 00:00:00+00:00,24037.587838673287,41262.05859375,375712.2839878348,71.65640275837006,312,移动止盈(回撤12.2%)
2024-01-26 00:00:00+00:00,2024-03-19 00:00:00+00:00,42471.76264645208,61912.7734375,418523.9861352932,45.77396740719435,53,移动止盈(回撤15.3%)
2024-03-25 00:00:00+00:00,2024-05-01 00:00:00+00:00,69335.45562248732,58254.01171875,-215960.09565598855,-15.982362565081809,37,固定止损-15%
2024-05-03 00:00:00+00:00,2024-05-08 00:00:00+00:00,62889.8359375,61187.94140625,-4348.678059398781,-2.7061519653849073,5,超出最大回撤30.2%
2024-05-09 00:00:00+00:00,2024-12-30 00:00:00+00:00,63049.96093749999,92643.2109375,525828.921565114,46.93619085559011,235,移动止盈(回撤12.7%)
