entry_date,exit_date,entry_price,exit_price,pnl,pnl_pct,holding_days,reason
2014-11-04 00:00:00+00:00,2015-01-03 00:00:00+00:00,357.8160095214844,281.0820007324219,-2261.543854602963,-21.44510216065532,60,超出最大回撤35.5%
2015-01-07 00:00:00+00:00,2015-01-13 00:00:00+00:00,294.3370056152344,225.86099243164062,-266.44966090493904,-23.26449337909876,6,固定止损-15%
2015-01-17 00:00:00+00:00,2015-01-30 00:00:00+00:00,235.70024871826172,226.4250030517578,-308.7219224376214,-3.935187050901603,13,超出最大回撤30.7%
2015-02-02 00:00:00+00:00,2015-02-03 00:00:00+00:00,238.22900390625,227.26800537109375,-47.79618918623521,-4.601034448126946,1,超出最大回撤31.2%
2015-02-08 00:00:00+00:00,2015-02-09 00:00:00+00:00,223.41200256347656,220.11000061035156,-15.247579778685115,-1.4779877156272407,1,超出最大回撤31.4%
2015-02-13 00:00:00+00:00,2015-02-14 00:00:00+00:00,235.427001953125,257.3210144042969,95.72718473528919,9.299703207166996,1,超出最大回撤30.4%
2015-02-27 00:00:00+00:00,2015-02-28 00:00:00+00:00,253.8280029296875,254.26300048828125,12.520678779314244,0.171374928523646,1,超出最大回撤30.3%
2015-04-02 00:00:00+00:00,2015-04-03 00:00:00+00:00,253.0050048828125,254.32200622558594,5.442775681253995,0.5205435929551866,1,超出最大回撤30.2%
2015-04-17 00:00:00+00:00,2015-04-18 00:00:00+00:00,222.8820037841797,223.3560028076172,2.2253828925878176,0.21266814520228428,1,超出最大回撤30.2%
2015-04-29 00:00:00+00:00,2015-05-01 00:00:00+00:00,230.97650146484375,232.07899475097656,35.19300136918725,0.4773183761728332,2,超出最大回撤30.2%
2015-05-07 00:00:00+00:00,2015-05-09 00:00:00+00:00,237.33399963378906,241.83200073242188,19.832397020516485,1.8952198612812812,2,超出最大回撤30.0%
2015-05-22 00:00:00+00:00,2015-05-23 00:00:00+00:00,240.34800720214844,238.8719940185547,-6.444633040918316,-0.6141150079735533,1,超出最大回撤30.1%
2015-06-08 00:00:00+00:00,2015-06-09 00:00:00+00:00,228.48899841308594,229.04800415039062,2.5650699292293764,0.24465323984398557,1,超出最大回撤30.1%
2015-06-22 00:00:00+00:00,2015-06-23 00:00:00+00:00,246.99000549316406,244.29600524902344,-11.439995065250747,-1.0907324929045306,1,超出最大回撤30.2%
2015-06-27 00:00:00+00:00,2015-06-28 00:00:00+00:00,250.99000549316406,249.01100158691406,-8.256323077898395,-0.788479167671041,1,超出最大回撤30.3%
2015-07-24 00:00:00+00:00,2015-07-25 00:00:00+00:00,288.27801513671875,288.6969909667969,1.5200572681026028,0.14533742015651852,1,超出最大回撤30.3%
2015-08-21 00:00:00+00:00,2015-08-22 00:00:00+00:00,232.56900024414062,230.38999938964844,-9.801278879915452,-0.9369266119752714,1,超出最大回撤30.4%
