date,price,z_score,total_value,position,cash,borrowed,peak,dd
2024-10-15,67041.109375,8.519960637552161,58095.65289228109,0.4174974971361352,30106.157522988702,0.0,63764.32406830564,-8.890035703902635
2024-10-16,67612.71875,8.713155408328893,58334.29837568314,0.4174974971361352,30106.157522988702,0.0,63764.32406830564,-8.515773940935608
2024-10-17,67399.8359375,8.681049739585708,58245.420334281094,0.4174974971361352,30106.157522988702,0.0,63764.32406830564,-8.655159157827168
2024-10-18,68418.7890625,8.951695570030335,58670.83071366763,0.4174974971361352,30106.157522988702,0.0,63764.32406830564,-7.987998663926491
2024-10-19,68362.734375,8.906366822874563,58647.428021933636,0.39662262227932843,31533.22104793595,0.0,63764.32406830564,-8.02470052202025
2024-10-20,69001.703125,9.012300605877831,58900.857483113185,0.39662262227932843,31533.22104793595,0.0,63764.32406830564,-7.6272534152210465
2024-10-21,67367.8515625,8.609456263515654,58252.83499197925,0.39662262227932843,31533.22104793595,0.0,63764.32406830564,-8.643530934982344
2024-10-22,67361.40625,8.601223432025495,58250.27863523409,0.39662262227932843,31533.22104793595,0.0,63764.32406830564,-8.647540005544156
2024-10-23,66432.1953125,8.429581722306429,57881.732556552204,0.39662262227932843,31533.22104793595,0.0,63764.32406830564,-9.225521634091011
2024-10-24,68161.0546875,8.80631386738182,58567.43729541691,0.39662262227932843,31533.22104793595,0.0,63764.32406830564,-8.150147984508898
2024-10-25,66642.4140625,8.41302227890141,57965.110068429494,0.39662262227932843,31533.22104793595,0.0,63764.32406830564,-9.09476276054289
2024-10-26,67014.6953125,8.624862941881146,58112.765234029925,0.37679149116536204,32862.19825724065,0.0,63764.32406830564,-8.863198844892722
2024-10-27,67929.296875,8.906857443794891,58457.379320586464,0.37679149116536204,32862.19825724065,0.0,63764.32406830564,-8.322749163049657
2024-10-28,69907.7578125,9.364510147397093,59202.84656743951,0.37679149116536204,32862.19825724065,0.0,63764.32406830564,-7.153651461873545
2024-10-29,72720.4921875,9.92879888678126,60262.660946847835,0.37679149116536204,32862.19825724065,0.0,63764.32406830564,-5.491570988358248
2024-10-30,72339.5390625,9.731109430518584,60119.12105081498,0.37679149116536204,32862.19825724065,0.0,63764.32406830564,-5.7166810293258115
2024-10-31,70215.1875,9.146112250083132,59318.68345782114,0.37679149116536204,32862.19825724065,0.0,63764.32406830564,-6.971987354123351
