date,type,price,position_change,cash_change,z_score,reason,total_position,total_value
2020-01-02 00:00:00+00:00,BUY,6985.47021484375,0.42946285757903035,-3000.0,-1.537218089305381,深度低估买入30%,0.42946285757903035,10000.0
2020-01-03 00:00:00+00:00,BUY,7344.88427734375,0.4084475516181909,-3000.0,-1.2855774602621535,低估买入30%,0.8379104091972213,10154.354990335338
2020-01-04 00:00:00+00:00,BUY,7410.65673828125,0.26988161382089043,-2000.0,-1.2316649135317028,轻度低估买入20%,1.1077920230181117,10209.466419993387
2020-03-08 00:00:00+00:00,BUY,8108.1162109375,0.24666642016083662,-2000.0,-0.5704643683007382,轻度低估买入20%,1.3544584431789484,10982.1064601804
