date,price,total_value,position,position_levels,peak,dd
2019-11-17 00:00:00+00:00,8577.9755859375,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-18 00:00:00+00:00,8309.2861328125,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-19 00:00:00+00:00,8206.1455078125,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-20 00:00:00+00:00,8027.26806640625,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-21 00:00:00+00:00,7642.75,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-22 00:00:00+00:00,7296.57763671875,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-23 00:00:00+00:00,7397.796875,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-24 00:00:00+00:00,7047.9169921875,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-25 00:00:00+00:00,7146.1337890625,438549.37964403763,0.0,0,646771.4960544417,-32.19407745712978
2019-11-26 00:00:00+00:00,7218.37109375,438549.37964403763,9.113192726204266,1,646771.4960544417,-32.19407745712978
2019-11-27 00:00:00+00:00,7531.66357421875,441404.4743982199,9.113192726204266,1,646771.4960544417,-31.752639519372867
2019-11-28 00:00:00+00:00,7463.10595703125,440779.6956199409,9.113192726204266,1,646771.4960544417,-31.849239134861556
2019-11-29 00:00:00+00:00,7761.24365234375,443496.6818962701,9.113192726204266,1,646771.4960544417,-31.429154716654523
2019-11-30 00:00:00+00:00,7569.6298828125,441750.4686855373,9.113192726204266,1,646771.4960544417,-31.699143920165408
2019-12-01 00:00:00+00:00,7424.29248046875,440425.9809276528,9.113192726204266,1,646771.4960544417,-31.90392841762152
2019-12-02 00:00:00+00:00,7321.98828125,439493.6630434724,24.11914623779752,2,646771.4960544417,-32.04807791862271
2019-12-03 00:00:00+00:00,7320.1455078125,439449.2169214502,24.11914623779752,2,646771.4960544417,-32.05494991627463
2019-12-04 00:00:00+00:00,7252.03466796875,437806.4416148796,24.11914623779752,2,646771.4960544417,-32.308946160171004
2019-12-05 00:00:00+00:00,7448.3076171875,442540.37757961045,62.7388247219368,4,646771.4960544417,-31.577012858593907
2019-12-06 00:00:00+00:00,7546.99658203125,448732.0072469318,62.7388247219368,4,646771.4960544417,-30.61969954081588
2019-12-07 00:00:00+00:00,7556.23779296875,449311.78996015806,62.7388247219368,4,646771.4960544417,-30.53005695193199
2019-12-08 00:00:00+00:00,7564.34521484375,449820.44008012046,62.7388247219368,4,646771.4960544417,-30.451412465731632
2019-12-09 00:00:00+00:00,7400.8994140625,439566.0426333691,62.7388247219368,4,646771.4960544417,-32.03688701266314
2019-12-10 00:00:00+00:00,7278.11962890625,431862.983213054,62.7388247219368,4,646771.4960544417,-33.227888698313606
2019-12-11 00:00:00+00:00,7217.42724609375,428055.2144458239,62.7388247219368,4,646771.4960544417,-33.81662348184364
2019-12-12 00:00:00+00:00,7243.13427734375,429668.043373539,62.7388247219368,4,646771.4960544417,-33.56725737069713
2019-12-13 00:00:00+00:00,7269.6845703125,431333.77755042154,62.7388247219368,4,646771.4960544417,-33.30971136147375
2019-12-14 00:00:00+00:00,7124.673828125,422235.9740135219,62.7388247219368,4,646771.4960544417,-34.71636016903559
2019-12-15 00:00:00+00:00,7152.3017578125,423969.31785161607,62.7388247219368,4,646771.4960544417,-34.44836075213669
2019-12-17 00:00:00+00:00,6640.51513671875,410177.98852697364,0.0,0,646771.4960544417,-36.58069487767793
2019-12-18 00:00:00+00:00,7276.802734375,410177.98852697364,8.45518293197631,1,646771.4960544417,-36.58069487767793
2019-12-19 00:00:00+00:00,7202.84423828125,409552.6559131271,22.670145881489397,2,646771.4960544417,-36.677380123960624
2019-12-20 00:00:00+00:00,7218.81640625,409914.74729102233,22.670145881489397,2,646771.4960544417,-36.62139568740086
2019-12-21 00:00:00+00:00,7191.15869140625,409287.7428607659,22.670145881489397,2,646771.4960544417,-36.71833942009184
2019-12-22 00:00:00+00:00,7511.5888671875,416551.94169055816,58.71561733714971,4,646771.4960544417,-35.595191774577664
2019-12-23 00:00:00+00:00,7355.62841796875,407394.62763450004,58.71561733714971,4,646771.4960544417,-37.011041748165134
2019-12-24 00:00:00+00:00,7322.5322265625,405451.3643245736,58.71561733714971,4,646771.4960544417,-37.31149767762107
2019-12-25 00:00:00+00:00,7275.15576171875,402669.62594402104,58.71561733714971,4,646771.4960544417,-37.74159368486973
2019-12-26 00:00:00+00:00,7238.966796875,400544.76853242784,58.71561733714971,4,646771.4960544417,-38.07012662495068
2019-12-27 00:00:00+00:00,7290.08837890625,403546.40378064447,58.71561733714971,4,646771.4960544417,-37.606031458956544
2019-12-28 00:00:00+00:00,7317.990234375,405184.67844934406,58.71561733714971,4,646771.4960544417,-37.35273107718435
2019-12-29 00:00:00+00:00,7422.65283203125,411330.00748284045,58.71561733714971,4,646771.4960544417,-36.40257649075232
2019-12-30 00:00:00+00:00,7292.9951171875,403717.0747132656,58.71561733714971,4,646771.4960544417,-37.579643324404806
2019-12-31 00:00:00+00:00,7193.59912109375,397880.9774417801,58.71561733714971,4,646771.4960544417,-38.48198631680443
2020-01-01 00:00:00+00:00,7200.17431640625,398267.0440936659,58.71561733714971,4,646771.4960544417,-38.422294964566284
2020-01-03 00:00:00+00:00,7344.88427734375,385660.5602256056,0.0,0,646771.4960544417,-40.371435262950605
2020-01-04 00:00:00+00:00,7410.65673828125,385660.5602256056,7.806202078556637,1,646771.4960544417,-40.371435262950605
2020-01-05 00:00:00+00:00,7411.3173828125,385665.7173503186,7.806202078556637,1,646771.4960544417,-40.370637898696856
2020-01-06 00:00:00+00:00,7769.21923828125,388459.5715583981,7.806202078556637,1,646771.4960544417,-39.938668613543896
2020-01-07 00:00:00+00:00,8163.6923828125,391538.9086391727,50.971108502168605,4,646771.4960544417,-39.462559647771634
2020-01-08 00:00:00+00:00,8079.86279296875,387266.02151955455,50.971108502168605,4,646771.4960544417,-40.123208291950355
2020-01-09 00:00:00+00:00,7879.0712890625,377031.45598763553,50.971108502168605,4,646771.4960544417,-41.70561654499704
2020-01-10 00:00:00+00:00,8166.55419921875,391684.7785937289,50.971108502168605,4,646771.4960544417,-39.440006094399834
2020-01-11 00:00:00+00:00,8037.53759765625,385108.6593969057,50.971108502168605,4,646771.4960544417,-40.45676691904039
2020-01-12 00:00:00+00:00,8192.494140625,393006.9661616868,50.971108502168605,4,646771.4960544417,-39.23557723876476
2020-01-13 00:00:00+00:00,8144.1943359375,390545.0715763266,50.971108502168605,4,646771.4960544417,-39.616220881902834
2020-01-14 00:00:00+00:00,8827.7646484375,425387.4081436255,50.971108502168605,4,646771.4960544417,-34.22910398206251
2020-01-15 00:00:00+00:00,8807.0107421875,424329.5585363129,50.971108502168605,4,646771.4960544417,-34.392662458860876
2020-01-16 00:00:00+00:00,8723.7861328125,420087.50794180913,50.971108502168605,4,646771.4960544417,-35.04854334111711
2020-01-17 00:00:00+00:00,8929.0380859375,430549.4275148256,50.971108502168605,4,646771.4960544417,-33.43098294508262
2020-01-18 00:00:00+00:00,8942.80859375,431251.3255626664,50.971108502168605,4,646771.4960544417,-33.322459602275664
2020-01-19 00:00:00+00:00,8706.2451171875,419193.422931149,50.971108502168605,4,646771.4960544417,-35.18678150036105
2020-01-20 00:00:00+00:00,8657.642578125,416716.09763911343,50.971108502168605,4,646771.4960544417,-35.569810948496624
2020-01-21 00:00:00+00:00,8745.89453125,421214.3975173761,50.971108502168605,4,646771.4960544417,-34.8743103109911
2020-01-22 00:00:00+00:00,8680.8759765625,417900.3297117454,50.971108502168605,4,646771.4960544417,-35.386711959153985
2020-01-23 00:00:00+00:00,8406.515625,403915.87846356013,50.971108502168605,4,646771.4960544417,-37.54890545925346
2020-01-24 00:00:00+00:00,8445.4345703125,405899.6202478735,50.971108502168605,4,646771.4960544417,-37.24219098645821
2020-01-25 00:00:00+00:00,8367.84765625,401944.9292328453,50.971108502168605,4,646771.4960544417,-37.85364202274433
2020-01-26 00:00:00+00:00,8596.830078125,413616.41710332537,50.971108502168605,4,646771.4960544417,-36.04906529948416
2020-01-27 00:00:00+00:00,8909.8193359375,429569.82652329945,50.971108502168605,4,646771.4960544417,-33.58244308169997
2020-01-28 00:00:00+00:00,9358.58984375,452444.1567695837,50.971108502168605,4,646771.4960544417,-30.045748841798147
2020-01-29 00:00:00+00:00,9316.6298828125,450305.4110478917,50.971108502168605,4,646771.4960544417,-30.37642911060083
2020-01-30 00:00:00+00:00,9508.9931640625,460110.3807283186,50.971108502168605,4,646771.4960544417,-28.86044243829987
2020-01-31 00:00:00+00:00,9350.529296875,452033.30176023126,50.971108502168605,4,646771.4960544417,-30.10927282389365
2020-02-01 00:00:00+00:00,9392.875,454191.70918881625,50.971108502168605,4,646771.4960544417,-29.77555257775539
2020-02-02 00:00:00+00:00,9344.365234375,451719.1126617297,50.971108502168605,4,646771.4960544417,-30.157850892101397
2020-02-03 00:00:00+00:00,9293.521484375,449127.5503638225,50.971108502168605,4,646771.4960544417,-30.558542993363858
2020-02-04 00:00:00+00:00,9180.962890625,443390.31406893977,50.971108502168605,4,646771.4960544417,-31.44560068373551
2020-02-05 00:00:00+00:00,9613.423828125,465433.32743720175,50.971108502168605,4,646771.4960544417,-28.037439764039302
2020-02-06 00:00:00+00:00,9729.8017578125,471365.23951856105,50.971108502168605,4,646771.4960544417,-27.12028244997301
2020-02-07 00:00:00+00:00,9795.943359375,474736.5502683105,50.971108502168605,4,646771.4960544417,-26.5990302348838
2020-02-08 00:00:00+00:00,9865.119140625,478262.5165201265,50.971108502168605,4,646771.4960544417,-26.053866096803226
2020-02-09 00:00:00+00:00,10116.673828125,491084.53779091814,50.971108502168605,4,646771.4960544417,-24.071400674469217
2020-02-10 00:00:00+00:00,9856.611328125,477828.8638860729,50.971108502168605,4,646771.4960544417,-26.120914913378947
2020-02-11 00:00:00+00:00,10208.236328125,495751.57991314796,50.971108502168605,4,646771.4960544417,-23.349810104893937
2020-02-12 00:00:00+00:00,10326.0546875,501756.9122923985,50.971108502168605,4,646771.4960544417,-22.421300976726506
2020-02-13 00:00:00+00:00,10214.3798828125,496064.7237057135,50.971108502168605,4,646771.4960544417,-23.3013936557344
2020-02-14 00:00:00+00:00,10312.1162109375,501046.45269117644,50.971108502168605,4,646771.4960544417,-22.531148056499834
2020-02-15 00:00:00+00:00,9889.4248046875,479501.40316027345,50.971108502168605,4,646771.4960544417,-25.862316740082242
2020-02-16 00:00:00+00:00,9934.43359375,481795.55103112943,50.971108502168605,4,646771.4960544417,-25.507609106110863
2020-02-18 00:00:00+00:00,10141.99609375,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-19 00:00:00+00:00,9633.38671875,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-20 00:00:00+00:00,9608.4755859375,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-21 00:00:00+00:00,9686.44140625,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-22 00:00:00+00:00,9663.181640625,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-23 00:00:00+00:00,9924.515625,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-24 00:00:00+00:00,9650.1748046875,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-25 00:00:00+00:00,9341.705078125,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-26 00:00:00+00:00,8820.5224609375,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-27 00:00:00+00:00,8784.494140625,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-28 00:00:00+00:00,8672.455078125,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-02-29 00:00:00+00:00,8599.5087890625,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-03-01 00:00:00+00:00,8562.4541015625,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-03-02 00:00:00+00:00,8869.669921875,469343.76716760255,0.0,0,646771.4960544417,-27.432830600794478
2020-03-03 00:00:00+00:00,8787.7861328125,469343.76716760255,8.011297044686794,1,646771.4960544417,-27.432830600794478
2020-03-04 00:00:00+00:00,8755.24609375,469083.0792488271,8.011297044686794,1,646771.4960544417,-27.473136631651702
2020-03-05 00:00:00+00:00,9078.7626953125,471674.8668428319,8.011297044686794,1,646771.4960544417,-27.072409696433358
2020-03-06 00:00:00+00:00,9122.5458984375,472025.6270886341,8.011297044686794,1,646771.4960544417,-27.01817721279084
2020-03-07 00:00:00+00:00,8909.9541015625,470322.49105460476,8.011297044686794,1,646771.4960544417,-27.28150607691351
2020-03-09 00:00:00+00:00,7923.64453125,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-10 00:00:00+00:00,7909.7294921875,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-11 00:00:00+00:00,7911.43017578125,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-12 00:00:00+00:00,4970.7880859375,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-13 00:00:00+00:00,5563.70703125,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-14 00:00:00+00:00,5200.3662109375,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-15 00:00:00+00:00,5392.31494140625,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-16 00:00:00+00:00,5014.47998046875,463898.72953112284,0.0,0,646771.4960544417,-28.274710255308715
2020-03-17 00:00:00+00:00,5225.62939453125,463898.72953112284,13.316062846418204,1,646771.4960544417,-28.274710255308715
2020-03-18 00:00:00+00:00,5238.4384765625,464069.29607245594,13.316062846418204,1,646771.4960544417,-28.248338261123195
2020-03-19 00:00:00+00:00,6191.19287109375,476756.2334672352,13.316062846418204,1,646771.4960544417,-26.286758712213803
2020-03-20 00:00:00+00:00,6198.7783203125,476857.2417857504,13.316062846418204,1,646771.4960544417,-26.271141400824632
2020-03-21 00:00:00+00:00,6185.06640625,476674.6530763494,13.316062846418204,1,646771.4960544417,-26.299372191840447
2020-03-22 00:00:00+00:00,5830.2548828125,471949.9605316223,13.316062846418204,1,646771.4960544417,-27.029876330249387
2020-03-23 00:00:00+00:00,6416.31494140625,479753.97310363216,13.316062846418204,1,646771.4960544417,-25.823265862778666
2020-03-24 00:00:00+00:00,6734.8037109375,483994.9895745888,77.99433845966455,4,646771.4960544417,-25.167544870615522
2020-03-25 00:00:00+00:00,6681.06298828125,479803.5174626702,77.99433845966455,4,646771.4960544417,-25.815605605741936
2020-03-26 00:00:00+00:00,6716.4404296875,482562.75760154624,77.99433845966455,4,646771.4960544417,-25.388988144133247
2020-03-27 00:00:00+00:00,6469.79833984375,463326.0709678738,77.99433845966455,4,646771.4960544417,-28.363251350075952
2020-03-28 00:00:00+00:00,6242.19384765625,445574.20916926186,77.99433845966455,4,646771.4960544417,-31.107939683885533
2020-03-30 00:00:00+00:00,6429.841796875,420604.2531616887,68.68512162063057,4,646771.4960544417,-34.968647238238134
2020-03-31 00:00:00+00:00,6438.64453125,421208.87004282966,68.68512162063057,4,646771.4960544417,-34.87516493655518
2020-04-01 00:00:00+00:00,6606.7763671875,432757.02564249677,68.68512162063057,4,646771.4960544417,-33.08965712272675
2020-04-02 00:00:00+00:00,6793.62451171875,445590.7131742148,68.68512162063057,4,646771.4960544417,-31.105387931828794
2020-04-03 00:00:00+00:00,6733.38720703125,441453.30657565495,68.68512162063057,4,646771.4960544417,-31.74508937566169
2020-04-04 00:00:00+00:00,6867.52734375,450666.73818039027,68.68512162063057,4,646771.4960544417,-30.320562837163806
2020-04-05 00:00:00+00:00,6791.12939453125,445419.33574673365,68.68512162063057,4,646771.4960544417,-31.13188530045537
2020-04-06 00:00:00+00:00,7271.78125,478432.96689678653,68.68512162063057,4,646771.4960544417,-26.027512063315378
2020-04-07 00:00:00+00:00,7176.41455078125,471882.6935623886,68.68512162063057,4,646771.4960544417,-27.04027675290933
2020-04-08 00:00:00+00:00,7334.0986328125,482713.2439143425,68.68512162063057,4,646771.4960544417,-25.36572083663527
2020-04-09 00:00:00+00:00,7302.08935546875,480514.6828069985,68.68512162063057,4,646771.4960544417,-25.705649408125524
2020-04-10 00:00:00+00:00,6865.4931640625,450527.0203011561,68.68512162063057,4,646771.4960544417,-30.34216519287776
2020-04-11 00:00:00+00:00,6859.0830078125,450086.73793951765,68.68512162063057,4,646771.4960544417,-30.410239058891392
2020-04-12 00:00:00+00:00,6971.091796875,457780.075238855,68.68512162063057,4,646771.4960544417,-29.22074055033471
2020-04-13 00:00:00+00:00,6845.03759765625,449122.02723472397,68.68512162063057,4,646771.4960544417,-30.559396947060364
2020-04-14 00:00:00+00:00,6842.427734375,448942.7684578381,68.68512162063057,4,646771.4960544417,-30.587112883520064
2020-04-15 00:00:00+00:00,6642.10986328125,435183.91111897805,68.68512162063057,4,646771.4960544417,-32.71442638184125
2020-04-16 00:00:00+00:00,7116.80419921875,467788.34931546974,68.68512162063057,4,646771.4960544417,-27.67332014951786
2020-04-17 00:00:00+00:00,7096.1845703125,466372.08759627165,68.68512162063057,4,646771.4960544417,-27.89229419643209
2020-04-18 00:00:00+00:00,7257.6650390625,477463.3932317218,68.68512162063057,4,646771.4960544417,-26.177421833764363
2020-04-19 00:00:00+00:00,7189.4248046875,472776.30443425465,68.68512162063057,4,646771.4960544417,-26.902111902213615
2020-04-20 00:00:00+00:00,6881.95849609375,451657.9436342466,68.68512162063057,4,646771.4960544417,-30.167308486917534
2020-04-21 00:00:00+00:00,6880.3232421875,451545.6260208152,68.68512162063057,4,646771.4960544417,-30.184674374888253
2020-04-22 00:00:00+00:00,7117.20751953125,467816.05142018583,68.68512162063057,4,646771.4960544417,-27.669037013219327
2020-04-23 00:00:00+00:00,7429.724609375,489281.3257446294,68.68512162063057,4,646771.4960544417,-24.35020270227797
2020-04-24 00:00:00+00:00,7550.90087890625,497604.33255491755,68.68512162063057,4,646771.4960544417,-23.06334840194752
2020-04-25 00:00:00+00:00,7569.93603515625,498911.7645770165,68.68512162063057,4,646771.4960544417,-22.861200961920424
2020-04-26 00:00:00+00:00,7679.8671875,506462.3991456431,68.68512162063057,4,646771.4960544417,-21.69376630923576
2020-04-27 00:00:00+00:00,7795.60107421875,514411.59523054864,68.68512162063057,4,646771.4960544417,-20.464708421960466
