date,type,price,z_score,reason,position,signals,pnl_pct
2021-10-15,SELL,61593.94921875,4.405541704830101,混合卖出15%(RSI超买(82.3)+RSI从超买回落),0.7533509056508596,RSI超买(82.3)+RSI从超买回落,19207.96408467641
2021-10-16,SELL,60892.1796875,4.33217936603434,混合卖出20%(RSI超买(81.2)+RSI从超买回落),0.6026807245206877,RSI超买(81.2)+RSI从超买回落,18987.97914984176
2021-10-18,SELL,62026.078125,4.399173123732254,混合卖出25%(RSI超买(80.9)+RSI从超买回落),0.4520105433905157,RSI超买(80.9)+RSI从超买回落,19343.42429639613
2022-01-05,BUY,43569.00390625,1.9748250754094088,正常买入20%,0.4979147372138016,,
2022-05-09,BUY,30296.953125,0.752014518301782,正常偏低买入30%,0.5969345953369112,,
2022-06-13,BUY,22487.388671875,-0.1287658291421737,低估买入30%,0.730342704378585,,
2022-11-21,BUY,15787.2841796875,-1.0768192028487733,极度低估买入20%,0.8570269381731013,,
2023-04-20,BUY,28245.98828125,1.971709825584672,正常买入20%,0.9278334534235385,,
2023-10-11,SELL,26873.3203125,4.146878765970489,混合卖出15%(MACD死叉+MACD柱转负),0.7886584354100077,MACD死叉+MACD柱转负,8324.02719765539
2023-10-23,SELL,33086.234375,7.678638579144249,MVRV极度高估卖出30%,0.5520609047870054,MVRV极度高估,10271.6003456914
2023-10-25,SELL,34502.8203125,8.003776705186432,MVRV泡沫卖出30%,0.3864426333509038,MVRV极度高估,10715.660042317922
2023-10-30,SELL,34502.36328125,6.990383102815102,混合卖出20%(RSI超买(89.2)+RSI从超买回落),0.309154106680723,RSI超买(89.2)+RSI从超买回落,10715.516775924512
2023-11-02,SELL,34938.2421875,6.625586144681084,混合卖出25%(RSI超买(86.7)+RSI从超买回落),0.23186558001054225,RSI超买(86.7)+RSI从超买回落,10852.152506769662
2024-02-29,SELL,61198.3828125,4.233975619370207,混合卖出15%(RSI超买(77.8)+RSI从超买回落),0.19708574300896092,RSI超买(77.8)+RSI从超买回落,19083.965184429653
2024-03-05,SELL,63801.19921875,4.061915272710291,混合卖出20%(RSI超买(71.2)+RSI从超买回落),0.15766859440716874,RSI超买(71.2)+RSI从超买回落,19899.874641905764
2024-03-09,SELL,68498.8828125,4.143431691894912,混合卖出25%(RSI超买(78.8)+RSI从超买回落),0.11825144580537655,RSI超买(78.8)+RSI从超买回落,21372.46581782094
2024-08-30,SELL,59119.4765625,5.369699729722543,混合卖出15%(MACD死叉+MACD柱转负),0.10051372893457007,MACD死叉+MACD柱转负,18432.286769268212
2024-09-19,SELL,62940.45703125,7.146162123679425,MVRV极度高估卖出30%,0.07035961025419905,MVRV极度高估,19630.056267646418
2024-10-01,SELL,60837.0078125,6.92781144901068,混合卖出20%(MACD死叉+MACD柱转负),0.05628768820335924,MACD死叉+MACD柱转负,18970.68432470884
2024-10-14,SELL,66046.125,8.29823018886725,MVRV泡沫卖出30%,0.03940138174235147,MVRV极度高估,20603.595492848446
2024-10-20,SELL,69001.703125,9.012300605877831,MVRV极端泡沫卖出20%,0.03152110539388118,MVRV极度高估,21530.085789554145
2024-11-26,SELL,91985.3203125,6.021594805381986,混合卖出25%(MACD死叉+MACD柱转负),0.023640829045410885,MACD死叉+MACD柱转负,28734.80087635869
2025-04-23,SELL,93699.109375,4.224440575185392,混合卖出15%(RSI超买(74.3)+RSI从超买回落),0.020094704688599252,RSI超买(74.3)+RSI从超买回落,29272.02536167207
2025-04-25,SELL,94720.5,4.402879381540334,混合卖出20%(RSI超买(83.0)+RSI从超买回落),0.0160757637508794,RSI超买(83.0)+RSI从超买回落,29592.202485465292
2025-04-26,SELL,94646.9296875,4.453171995680282,混合卖出25%(RSI超买(80.5)+RSI从超买回落),0.01205682281315955,RSI超买(80.5)+RSI从超买回落,29569.14026962322
2025-05-18,SELL,106446.0078125,7.053658660786961,MVRV极度高估卖出30%,0.008439775969211685,MVRV极度高估,33267.818135864676
