date,price,z_score,total_value,position,cash,peak,dd
2020-01-02 00:00:00+00:00,6985.47021484375,-1.537218089305381,10000.0,0.42946285757903035,7000.0,10000.0,0.0
2020-01-03 00:00:00+00:00,7344.88427734375,-1.2855774602621535,10154.354990335338,0.8379104091972213,4000.0,10154.354990335338,0.0
2020-01-04 00:00:00+00:00,7410.65673828125,-1.2316649135317028,10209.466419993387,1.1077920230181117,2000.0,10209.466419993387,0.0
2020-01-05 00:00:00+00:00,7411.3173828125,-1.2204522267693116,10210.198276735156,1.1077920230181117,2000.0,10210.198276735156,0.0
2020-01-06 00:00:00+00:00,7769.21923828125,-0.97651794106685,10606.679097246819,1.1077920230181117,2000.0,10606.679097246819,0.0
2020-01-07 00:00:00+00:00,8163.6923828125,-0.7103644819777706,11043.673300053408,1.1077920230181117,2000.0,11043.673300053408,0.0
2020-01-08 00:00:00+00:00,8079.86279296875,-0.757499833422626,10950.807549131623,1.1077920230181117,2000.0,11043.673300053408,-0.840895491913325
2020-01-09 00:00:00+00:00,7879.0712890625,-0.8806004775907249,10728.372322814468,1.1077920230181117,2000.0,11043.673300053408,-2.8550371662788576
2020-01-10 00:00:00+00:00,8166.55419921875,-0.6835744356779214,11046.843597439594,1.1077920230181117,2000.0,11046.843597439594,0.0
2020-01-11 00:00:00+00:00,8037.53759765625,-0.7608517615150345,10903.920035391751,1.1077920230181117,2000.0,11046.843597439594,-1.2937954700559842
2020-01-12 00:00:00+00:00,8192.494140625,-0.6520271600854363,11075.579657606995,1.1077920230181117,2000.0,11075.579657606995,0.0
2020-01-13 00:00:00+00:00,8144.1943359375,-0.6767578514598647,11022.07351926085,1.1077920230181117,2000.0,11075.579657606995,-0.48310011755814364
2020-01-14 00:00:00+00:00,8827.7646484375,-0.20460314608705257,11779.327258620347,1.1077920230181117,2000.0,11779.327258620347,0.0
2020-01-15 00:00:00+00:00,8807.0107421875,-0.21000721889033222,11756.336246830133,1.1077920230181117,2000.0,11779.327258620347,-0.19518102592309983
2020-01-16 00:00:00+00:00,8723.7861328125,-0.2612040528257006,11664.140688445708,1.1077920230181117,2000.0,11779.327258620347,-0.9778705323798808
2020-01-17 00:00:00+00:00,8929.0380859375,-0.11332925234322178,11891.517164826471,1.1077920230181117,2000.0,11891.517164826471,0.0
2020-01-18 00:00:00+00:00,8942.80859375,-0.09762804772531135,11906.772023534068,1.1077920230181117,2000.0,11906.772023534068,0.0
2020-01-19 00:00:00+00:00,8706.2451171875,-0.25401449860067266,11644.708891260698,1.1077920230181117,2000.0,11906.772023534068,-2.2009586792742373
2020-01-20 00:00:00+00:00,8657.642578125,-0.2808563119242335,11590.867386188835,1.1077920230181117,2000.0,11906.772023534068,-2.653150969220193
2020-01-21 00:00:00+00:00,8745.89453125,-0.21130641485584925,11688.632195876478,1.1077920230181117,2000.0,11906.772023534068,-1.8320652081557431
2020-01-22 00:00:00+00:00,8680.8759765625,-0.2501065866091136,11616.605159645498,1.1077920230181117,2000.0,11906.772023534068,-2.4369901709300095
2020-01-23 00:00:00+00:00,8406.515625,-0.43901925522934504,11312.670950752115,1.1077920230181117,2000.0,11906.772023534068,-4.98960651642355
2020-01-24 00:00:00+00:00,8445.4345703125,-0.4026031745101097,11355.785047913581,1.1077920230181117,2000.0,11906.772023534068,-4.627509240383918
2020-01-25 00:00:00+00:00,8367.84765625,-0.4516804216176902,11269.834883424552,1.1077920230181117,2000.0,11906.772023534068,-5.349368736132613
2020-01-26 00:00:00+00:00,8596.830078125,-0.2717127158825962,11523.499783789046,1.1077920230181117,2000.0,11906.772023534068,-3.218943295357241
2020-01-27 00:00:00+00:00,8909.8193359375,-0.026236459778463818,11870.226786884092,1.1077920230181117,2000.0,11906.772023534068,-0.30692816304656795
2020-01-28 00:00:00+00:00,9358.58984375,0.3289091017007903,12367.371175604567,1.1077920230181117,2000.0,12367.371175604567,0.0
2020-01-29 00:00:00+00:00,9316.6298828125,0.3072932439415011,12320.888265591853,1.1077920230181117,2000.0,12367.371175604567,-0.3758511760721152
2020-01-30 00:00:00+00:00,9508.9931640625,0.460844644747496,12533.986774082192,1.1077920230181117,2000.0,12533.986774082192,0.0
2020-01-31 00:00:00+00:00,9350.529296875,0.34530261879199614,12358.441766075279,1.1077920230181117,2000.0,12533.986774082192,-1.4005520443814854
2020-02-01 00:00:00+00:00,9392.875,0.3788893478278653,12405.351998206246,1.1077920230181117,2000.0,12533.986774082192,-1.0262877901063132
2020-02-02 00:00:00+00:00,9344.365234375,0.3424445807716024,12351.613266808394,1.1077920230181117,2000.0,12533.986774082192,-1.455031910923271
2020-02-03 00:00:00+00:00,9293.521484375,0.30935085711598076,12295.288966138067,1.1077920230181117,2000.0,12533.986774082192,-1.9044044983173671
2020-02-04 00:00:00+00:00,9180.962890625,0.226857800456618,12170.59745385968,1.1077920230181117,2000.0,12533.986774082192,-2.8992317191041646
2020-02-05 00:00:00+00:00,9613.423828125,0.5764488717492766,12649.674230689114,1.1077920230181117,2000.0,12649.674230689114,0.0
2020-02-06 00:00:00+00:00,9729.8017578125,0.6748451904025697,12778.596772852288,1.1077920230181117,2000.0,12778.596772852288,0.0
2020-02-07 00:00:00+00:00,9795.943359375,0.7313376667560891,12851.86791145287,1.1077920230181117,2000.0,12851.86791145287,0.0
2020-02-08 00:00:00+00:00,9865.119140625,0.7868947224639158,12928.500290107664,1.1077920230181117,2000.0,12928.500290107664,0.0
2020-02-09 00:00:00+00:00,10116.673828125,0.9858383397746094,13207.170566272978,1.1077920230181117,2000.0,13207.170566272978,0.0
