date,price,account_value,positions
2020-10-15 00:00:00+00:00,11495.349609375,113087.62411027383,4
2020-10-16 00:00:00+00:00,11322.123046875,111220.66736241369,4
2020-10-17 00:00:00+00:00,11358.1015625,111608.42736616071,4
2020-10-18 00:00:00+00:00,11483.359375,112958.39884221002,4
2020-10-19 00:00:00+00:00,11742.037109375,115746.30928009439,4
2020-10-20 00:00:00+00:00,11916.3349609375,117624.81189202571,4
2020-10-21 00:00:00+00:00,12823.689453125,127403.86406187205,4
2020-10-22 00:00:00+00:00,12965.8916015625,128936.45384922407,4
2020-10-23 00:00:00+00:00,12931.5390625,128566.2178780008,4
2020-10-24 00:00:00+00:00,13108.0625,130468.70683835346,4
2020-10-25 00:00:00+00:00,13031.173828125,129640.03586134299,4
2020-10-26 00:00:00+00:00,13075.248046875,130115.04765465255,4
2020-10-27 00:00:00+00:00,13654.21875,136354.9293760978,4
2020-10-28 00:00:00+00:00,13271.28515625,132227.84605517873,4
2020-10-29 00:00:00+00:00,13437.8828125,134023.3594800533,4
2020-10-30 00:00:00+00:00,13546.5224609375,135194.22797624912,4
2020-10-31 00:00:00+00:00,13780.9951171875,137721.2671407804,4
2020-11-01 00:00:00+00:00,13737.109375,137248.28666175134,4
2020-11-02 00:00:00+00:00,13550.4892578125,135236.98030064028,4
2020-11-03 00:00:00+00:00,13950.30078125,139545.9662366389,4
2020-11-04 00:00:00+00:00,14133.70703125,141522.63500553637,4
2020-11-05 00:00:00+00:00,15579.8486328125,123299.6234158728,2
2020-11-06 00:00:00+00:00,15565.880859375,123228.70478600489,2
2020-11-07 00:00:00+00:00,14833.75390625,119511.47378728342,2
2020-11-08 00:00:00+00:00,15479.5673828125,122790.46503903744,2
2020-11-09 00:00:00+00:00,15332.3154296875,122042.8221303286,2
2020-11-10 00:00:00+00:00,15290.90234375,121832.55530960507,2
2020-11-11 00:00:00+00:00,15701.33984375,123916.47120906145,2
2020-11-12 00:00:00+00:00,16276.34375,126835.9407567609,2
2020-11-13 00:00:00+00:00,16317.80859375,127046.47036762517,2
2020-11-14 00:00:00+00:00,16068.138671875,125778.8203117425,2
2020-11-15 00:00:00+00:00,15955.587890625,125207.36579663823,2
2020-11-16 00:00:00+00:00,16716.111328125,100000.0,0
2020-11-17 00:00:00+00:00,17645.40625,100000.0,0
2020-11-18 00:00:00+00:00,17804.005859375,100000.0,0
2020-11-19 00:00:00+00:00,17817.08984375,100000.0,0
2020-11-20 00:00:00+00:00,18621.314453125,100000.0,0
2020-11-21 00:00:00+00:00,18642.232421875,100000.0,0
2020-11-22 00:00:00+00:00,18370.001953125,100000.0,0
2020-11-23 00:00:00+00:00,18364.12109375,100000.0,0
2020-11-24 00:00:00+00:00,19107.46484375,100000.0,0
2020-11-25 00:00:00+00:00,18732.12109375,100000.0,0
2020-11-27 00:00:00+00:00,17108.40234375,100000.0,0
2020-11-28 00:00:00+00:00,17717.4140625,100000.0,0
2020-11-29 00:00:00+00:00,18177.484375,100000.0,0
2020-11-30 00:00:00+00:00,19625.8359375,100000.0,0
2020-12-01 00:00:00+00:00,18802.998046875,100000.0,0
2020-12-02 00:00:00+00:00,19201.091796875,100000.0,0
2020-12-03 00:00:00+00:00,19445.3984375,100000.0,0
2020-12-04 00:00:00+00:00,18699.765625,100000.0,0
2020-12-05 00:00:00+00:00,19154.23046875,100000.0,0
2020-12-06 00:00:00+00:00,19345.12109375,100000.0,0
2020-12-07 00:00:00+00:00,19191.630859375,100000.0,0
2020-12-08 00:00:00+00:00,18321.14453125,100000.0,0
2020-12-09 00:00:00+00:00,18553.916015625,100000.0,0
2020-12-10 00:00:00+00:00,18264.9921875,100000.0,0
2020-12-11 00:00:00+00:00,18058.904296875,100000.0,0
2020-12-12 00:00:00+00:00,18803.65625,100000.0,0
2020-12-13 00:00:00+00:00,19142.3828125,100000.0,0
2020-12-14 00:00:00+00:00,19246.64453125,100000.0,0
2020-12-15 00:00:00+00:00,19417.076171875,100000.0,0
2020-12-16 00:00:00+00:00,21310.59765625,100000.0,0
2020-12-17 00:00:00+00:00,22805.162109375,100000.0,0
2020-12-18 00:00:00+00:00,23137.9609375,100000.0,0
2020-12-19 00:00:00+00:00,23869.83203125,100000.0,0
2020-12-20 00:00:00+00:00,23477.294921875,100000.0,0
2020-12-21 00:00:00+00:00,22803.08203125,100000.0,0
2020-12-22 00:00:00+00:00,23783.029296875,100000.0,0
2020-12-23 00:00:00+00:00,23241.345703125,100000.0,0
2020-12-24 00:00:00+00:00,23735.94921875,100000.0,0
2020-12-25 00:00:00+00:00,24664.791015625,100000.0,0
2020-12-26 00:00:00+00:00,26437.037109375,100000.0,0
2020-12-27 00:00:00+00:00,26272.294921875,100000.0,0
2020-12-28 00:00:00+00:00,27084.80859375,100000.0,0
2020-12-29 00:00:00+00:00,27362.4375,100000.0,0
2020-12-30 00:00:00+00:00,28840.953125,100000.0,0
2020-12-31 00:00:00+00:00,29001.720703125,100000.0,0
2021-01-01 00:00:00+00:00,29374.15234375,100000.0,0
2021-01-02 00:00:00+00:00,32127.267578125,100000.0,0
2021-01-03 00:00:00+00:00,32782.0234375,100000.0,0
2021-01-04 00:00:00+00:00,31971.9140625,100000.0,0
2021-01-05 00:00:00+00:00,33992.4296875,100000.0,0
2021-01-06 00:00:00+00:00,36824.36328125,100000.0,0
2021-01-07 00:00:00+00:00,39371.04296875,100000.0,0
2021-01-08 00:00:00+00:00,40797.609375,100000.0,0
2021-01-09 00:00:00+00:00,40254.546875,100000.0,0
2021-01-10 00:00:00+00:00,38356.44140625,100000.0,0
2021-01-11 00:00:00+00:00,35566.65625,100000.0,0
2021-01-13 00:00:00+00:00,37316.359375,100000.0,0
2021-01-14 00:00:00+00:00,39187.328125,100000.0,0
2021-01-15 00:00:00+00:00,36825.3671875,100000.0,0
2021-01-16 00:00:00+00:00,36178.140625,100000.0,0
2021-01-17 00:00:00+00:00,35791.27734375,100000.0,0
2021-01-18 00:00:00+00:00,36630.07421875,100000.0,0
2021-01-19 00:00:00+00:00,36069.8046875,100000.0,0
2021-01-20 00:00:00+00:00,35547.75,100000.0,0
2021-01-21 00:00:00+00:00,30825.69921875,100000.0,0
2021-01-22 00:00:00+00:00,33005.76171875,100000.0,0
2021-01-23 00:00:00+00:00,32067.642578125,100000.0,0
2021-01-24 00:00:00+00:00,32289.37890625,100000.0,0
2021-01-25 00:00:00+00:00,32366.392578125,100000.0,0
2021-01-26 00:00:00+00:00,32569.849609375,100000.0,0
2021-01-27 00:00:00+00:00,30432.546875,100000.0,0
2021-01-28 00:00:00+00:00,33466.09765625,100000.0,0
2021-01-29 00:00:00+00:00,34316.38671875,100000.0,0
2021-01-30 00:00:00+00:00,34269.5234375,100000.0,0
2021-01-31 00:00:00+00:00,33114.359375,100000.0,0
2021-02-01 00:00:00+00:00,33537.17578125,100000.0,0
2021-02-02 00:00:00+00:00,35510.2890625,100000.0,0
2021-02-03 00:00:00+00:00,37472.08984375,100000.0,0
2021-02-04 00:00:00+00:00,36926.06640625,100000.0,0
2021-02-05 00:00:00+00:00,38144.30859375,100000.0,0
2021-02-06 00:00:00+00:00,39266.01171875,100000.0,0
2021-02-07 00:00:00+00:00,38903.44140625,100000.0,0
2021-02-08 00:00:00+00:00,46196.46484375,100000.0,0
2021-02-09 00:00:00+00:00,46481.10546875,100000.0,0
2021-02-10 00:00:00+00:00,44918.18359375,100000.0,0
2021-02-11 00:00:00+00:00,47909.33203125,100000.0,0
2021-02-12 00:00:00+00:00,47504.8515625,100000.0,0
2021-02-13 00:00:00+00:00,47105.515625,100000.0,0
2021-02-14 00:00:00+00:00,48717.2890625,100000.0,0
2021-02-15 00:00:00+00:00,47945.05859375,100000.0,0
2021-02-16 00:00:00+00:00,49199.87109375,100000.0,0
2021-02-17 00:00:00+00:00,52149.0078125,100000.0,0
2021-02-18 00:00:00+00:00,51679.796875,100000.0,0
2021-02-19 00:00:00+00:00,55888.1328125,100000.0,0
2021-02-20 00:00:00+00:00,56099.51953125,100000.0,0
