date,price,cash,btc_holdings,position_value,total_value,return,peak,drawdown
2021-05-16,46490.71,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-17,43552.14,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-18,42886.02,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-19,36771.87,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-20,40597.4,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-21,37350.39,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-22,37491.5,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-23,34716.84,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-24,38837.76,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-25,38387.36,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-26,39295.08,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-27,38538.84,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-28,35680.92,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-29,34611.58,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-30,35662.59,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-05-31,37290.83,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-01,36683.51,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-02,37576.98,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-03,39229.66,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-04,36861.5,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-05,35538.4,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-06,35798.57,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-07,33582.86,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-08,33409.38,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-09,37391.58,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-10,36680.78,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-11,37339.98,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-12,35541.78,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-13,39017.37,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-14,40526.63,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-15,40161.86,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-16,38345.41,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-17,38082.3,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-18,35830.29,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-19,35515.38,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-20,35602.26,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-21,31652.62,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-22,32537.58,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-23,33678.64,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-24,34649.84,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-25,31593.86,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-26,32307.35,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-27,34713.81,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-28,34487.11,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-29,35901.41,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-06-30,35056.39,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-01,33543.11,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-02,33804.54,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-03,34682.84,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-04,35287.97,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-05,33702.79,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-06,34237.66,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-07,33880.79,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-08,32874.01,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-09,33804.2,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-10,33515.13,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-11,34249.3,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-12,33088.51,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-13,32737.47,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-14,32820.5,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-15,31867.46,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-16,31401.76,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-17,31546.64,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-18,31806.3,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-19,30847.55,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-20,29795.55,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-21,32139.48,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-22,32299.47,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-23,33637.92,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-24,34282.56,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-25,35369.93,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-26,37269.52,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-27,39496.69,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-28,40030.01,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-29,40030.52,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-30,42231.83,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-07-31,41474.72,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-01,39870.76,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-02,39158.53,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-03,38189.3,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-04,39738.56,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-05,40888.18,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-06,42852.18,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-07,44617.96,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-08,43827.75,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-09,46292.61,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-10,45601.03,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-11,45556.69,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-12,44425.52,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-13,47832.93,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-14,47102.03,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-15,47015.94,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-16,45927.4,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-17,44684.43,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-18,44714.54,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-19,46761.49,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-20,49336.45,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-21,48867.87,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-22,49289.71,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-23,49521.06,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-24,47690.54,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-25,48996.44,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-26,46852.22,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-27,49088.1,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-28,48918.9,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-29,48794.26,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
2021-08-30,46993.31,10000.0,0.0,0.0,10000.0,0.0,10000.0,0.0
