date,price,cash,btc_holdings,position_value,total_value,return,unrealized_profit,unrealized_profit_pct,peak,drawdown
2020-10-11,11375.51,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-12,11539.76,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-13,11427.29,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-14,11429.3,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-15,11508.31,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-16,11326.25,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-17,11367.65,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-18,11513.33,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-19,11756.88,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-20,11921.78,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-21,12813.11,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-22,12990.25,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-23,12937.2,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-24,13126.13,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-25,13041.21,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
2020-10-26,13069.43,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0
