date,price,cash,btc_holdings,position_value,total_value,return,unrealized_profit,unrealized_profit_pct,peak,drawdown
2022-04-04,46609.36,449.51145621601427,0.2539014798805707,11834.185480286278,12283.696936502292,22.836969365022924,3293.4678121820307,38.56195626840185,17600.33806687587,-30.20760800259618
2022-04-05,45501.58,449.51145621601427,0.2539014798805707,11552.918498904179,12002.429955120193,20.024299551201928,3012.2008307999313,35.26870864785931,17600.33806687587,-31.805685154940477
2022-04-06,43177.78,449.51145621601427,0.2539014798805707,10962.902239957708,11412.413696173722,14.124136961737221,2422.1845718534605,28.36043370101361,17600.33806687587,-35.15798587044146
2022-04-07,43466.21,449.51145621601427,0.2539014798805707,11036.13504379966,11485.646500015675,14.85646500015675,2495.4173756954133,29.21788862093731,17600.33806687587,-34.741898386418754
2022-04-08,42273.38,449.51145621601427,0.2539014798805707,10733.27374155372,11182.785197769734,11.827851977697337,2192.556073449472,25.671801348002475,17600.33806687587,-36.462668186948505
2022-04-09,42768.61,449.51145621601427,0.2539014798805707,10859.013371434976,11308.52482765099,13.085248276509901,2318.2957033307284,27.14403863259084,17600.33806687587,-35.748252194463106
2022-04-10,42153.77,449.51145621601427,0.2539014798805707,10702.904585545204,11152.416041761218,11.524160417612183,2162.1869174409567,25.316220503526953,17600.33806687587,-36.635216895349004
2022-04-11,39536.71,449.51145621601427,0.2539014798805707,10038.429178608958,10487.940634824972,4.879406348249722,1497.7115105047105,17.53613184168342,17600.33806687587,-40.41057282551037
2022-04-12,40086.66,449.51145621601427,0.2539014798805707,10178.06229746928,10627.573753685294,6.275737536852939,1637.3446293650322,19.171042680403552,17600.33806687587,-39.61721807101782
2022-04-13,41150.33,449.51145621601427,0.2539014798805707,10448.129684573845,10897.64114078986,8.976411407898595,1907.4120164695978,22.333158530610685,17600.33806687587,-38.08277375478712
2022-04-14,39951.63,449.51145621601427,0.2539014798805707,10143.777980641005,10593.28943685702,5.932894368570196,1603.060312536758,18.76962071376589,17600.33806687587,-39.81201158406288
2022-04-15,40563.69,449.51145621601427,0.2539014798805707,10299.180920416708,10748.692376632722,7.486923766327218,1758.46325231246,20.58917436036473,17600.33806687587,-38.92905729542809
2022-04-16,40392.55,449.51145621601427,0.2539014798805707,10255.728221149948,10705.239677365962,7.052396773659621,1715.0105530457004,20.080403306744305,17600.33806687587,-39.17594288990731
2022-04-17,39688.16,449.51145621601427,0.2539014798805707,10076.882557736872,10526.394013952886,5.2639401395288585,1536.1648896326242,17.98636776590229,17600.33806687587,-40.192091913485825
2022-04-18,40811.03,449.51145621601427,0.2539014798805707,10361.980912450368,10811.492368666382,8.114923686663824,1821.2632443461207,21.324475472918657,17600.33806687587,-38.572246012627495
2022-04-19,41504.44,449.51145621601427,0.2539014798805707,10538.038737614355,10987.55019383037,9.875501938303696,1997.321069510108,23.38586928085923,17600.33806687587,-37.57193667484648
2022-04-20,41375.35,449.51145621601427,0.2539014798805707,10505.26259557657,10954.774051792585,9.547740517925849,1964.5449274723233,23.002105956610862,17600.33806687587,-37.75816117754208
2022-04-21,40490.97,449.51145621601427,0.2539014798805707,10280.717204799792,10730.228661015806,7.302286610158062,1739.9995366955445,20.372989768689614,17600.33806687587,-39.03396275546391
2022-04-22,39716.04,449.51145621601427,0.2539014798805707,10083.961330995942,10533.472787211957,5.334727872119565,1543.2436628916948,18.069250417386094,17600.33806687587,-40.151872383428085
2022-04-23,39445.97,449.51145621601427,0.2539014798805707,10015.390158324597,10464.901614540611,4.6490161454061125,1474.6724902203496,17.266376755756607,17600.33806687587,-40.54147383546154
2022-04-24,39466.26,449.51145621601427,0.2539014798805707,10020.541819351372,10470.053275567387,4.7005327556738665,1479.824151247125,17.326695586409617,17600.33806687587,-40.5122035964059
2022-04-25,40437.52,449.51145621601427,0.2539014798805707,10267.146170700174,10716.657626916189,7.166576269161888,1726.428502595927,20.21409171554006,17600.33806687587,-39.11106942266571
2022-04-26,38117.39,449.51145621601427,0.2539014798805707,9678.061730184867,10127.573186400881,1.2757318640088122,1137.3440620806196,13.316727074682374,17600.33806687587,-42.458075816957496
2022-04-27,39252.04,449.51145621601427,0.2539014798805707,9966.151044331356,10415.66250054737,4.156625005473707,1425.433376227109,16.68985478293544,17600.33806687587,-40.82123615483374
2022-04-28,39749.75,449.51145621601427,0.2539014798805707,10092.520349882716,10542.03180609873,5.420318060987301,1551.8026817784685,18.1694646993631,17600.33806687587,-40.10324252839773
2022-04-29,38594.22,449.51145621601427,0.2539014798805707,9799.12957283632,10248.641029052334,2.486410290523345,1258.4119047320728,14.734264187559756,17600.33806687587,-41.77020356023474
2022-04-30,37650.13,449.51145621601427,0.2539014798805707,9559.423724695871,10008.935180911885,0.08935180911885254,1018.7060565916236,11.927639996765542,17600.33806687587,-43.13214244589501
2022-05-01,38480.53,449.51145621601427,0.2539014798805707,9770.263513588698,10219.774969804712,2.1977496980471187,1229.5458454844502,14.39628252876515,17600.33806687587,-41.934212110172474
2022-05-02,38513.01,449.51145621601427,0.2539014798805707,9778.510233655219,10228.021689871233,2.2802168987123332,1237.7925655509716,14.492840223176701,17600.33806687587,-41.88735664617408
2022-05-03,37725.38,449.51145621601427,0.2539014798805707,9578.529811056884,10028.041267272898,0.2804126727289804,1037.8121429526363,12.15134586205091,17600.33806687587,-43.02358722219183
2022-05-04,39680.21,449.51145621601427,0.2539014798805707,10074.864040971821,10524.375497187835,5.243754971878352,1534.1463728675735,17.962733724320646,17600.33806687587,-40.203560538448485
2022-05-05,36546.86,449.51145621601427,0.2539014798805707,9279.301838988034,9728.813295204049,-2.711867047959513,738.584170883787,8.647799863963048,17600.33806687587,-44.72371349778878
2022-05-06,36009.89,449.51145621601427,0.2539014798805707,9142.964361336564,9592.475817552579,-4.075241824474215,602.2466932323168,7.0514764289825225,17600.33806687587,-45.49834337781398
2022-05-07,35469.21,449.51145621601427,0.2539014798805707,9005.684909194737,9455.196365410751,-5.448036345892487,464.96724109048955,5.444123774597231,17600.33806687587,-46.27832528282176
2022-05-08,34033.77,449.51145621601427,0.2539014798805707,8641.22456891497,9090.736025130984,-9.092639748690162,100.50690081072207,1.1767969006406838,17600.33806687587,-48.349082894947905
2022-05-09,30076.9,8086.080876435952,0.0,0.0,8086.080876435952,-19.13919123564048,0.0,0.0,17600.33806687587,-54.05724114098642
2022-05-10,31013.12,8086.080876435952,0.0,0.0,8086.080876435952,-19.13919123564048,0.0,0.0,17600.33806687587,-54.05724114098642
2022-05-11,29017.21,8086.080876435952,0.0,0.0,8086.080876435952,-19.13919123564048,0.0,0.0,17600.33806687587,-54.05724114098642
2022-05-12,28915.72,8086.080876435952,0.0,0.0,8086.080876435952,-19.13919123564048,0.0,0.0,17600.33806687587,-54.05724114098642
2022-05-13,29244.83,8086.080876435952,0.0,0.0,8086.080876435952,-19.13919123564048,0.0,0.0,17600.33806687587,-54.05724114098642
2022-05-14,30050.31,404.3040438217977,0.2556305353460298,7681.776832614153,8086.080876435951,-19.139191235640492,0.0,0.0,17600.33806687587,-54.057241140986434
2022-05-15,31296.11,404.3040438217977,0.2556305353460298,8000.241353548237,8404.545397370035,-15.95454602629965,318.46452093408425,4.145714303779233,17600.33806687587,-52.24781839169596
2022-05-16,29838.5,404.3040438217977,0.2556305353460298,7627.631728922511,8031.935772744308,-19.680642272556913,-54.14510369164236,-0.7048512977070759,17600.33806687587,-54.36487786640561
2022-05-17,30415.91,404.3040438217977,0.2556305353460298,7775.235356336661,8179.539400158459,-18.20460599841541,93.45852372250829,1.2166263842203264,17600.33806687587,-53.52623700136483
2022-05-18,28667.29,404.3040438217977,0.2556305353460298,7328.234689619887,7732.538733441685,-22.674612665583155,-353.5421429942662,-4.602348528184901,17600.33806687587,-56.06596473283402
2022-05-19,30282.48,404.3040438217977,0.2556305353460298,7741.1265740054405,8145.430617827238,-18.545693821727617,59.34974139128735,0.7726043425175929,17600.33806687587,-53.72003317847016
2022-05-20,29166.15,404.3040438217977,0.2556305353460298,7455.758538482608,7860.062582304406,-21.399374176955945,-226.0182941315452,-2.9422658202194847,17600.33806687587,-55.34141132722231
2022-05-21,29410.72,404.3040438217977,0.2556305353460298,7518.278098512186,7922.582142333984,-20.77417857666016,-163.49873410196687,-2.1283973443202373,17600.33806687587,-54.98619337747599
2022-05-22,30264.29,404.3040438217977,0.2556305353460298,7736.476654567497,8140.780698389294,-18.592193016107057,54.69982195334342,0.7120725210488671,17600.33806687587,-53.74645266780198
2022-05-23,29075.68,404.3040438217977,0.2556305353460298,7432.631643949852,7836.93568777165,-21.630643122283498,-249.1451886643008,-3.2433276062709475,17600.33806687587,-55.47281161308547
2022-05-24,29630.05,404.3040438217977,0.2556305353460298,7574.3455438296305,7978.649587651428,-20.213504123485716,-107.43128878452262,-1.398521346368808,17600.33806687587,-54.66763446625279
2022-05-25,29508.27,404.3040438217977,0.2556305353460298,7543.214857235191,7947.518901056988,-20.52481098943012,-138.56197537896242,-1.8037750692089418,17600.33806687587,-54.844509969871815
2022-05-26,29188.71,404.3040438217977,0.2556305353460298,7461.525563360014,7865.829607181811,-21.341703928181886,-220.25126925413952,-2.8671917194864243,17600.33806687587,-55.30864476981022
2022-05-27,28597.33,404.3040438217977,0.2556305353460298,7310.350777367079,7714.654821188877,-22.853451788111233,-371.42605524707415,-4.835158106522026,17600.33806687587,-56.16757591885132
2022-05-28,29013.53,404.3040438217977,0.2556305353460298,7416.744206178096,7821.048249999893,-21.789517500001065,-265.0326264360574,-3.45014743608303,17600.33806687587,-55.56307941198448
2022-05-29,29452.23,404.3040438217977,0.2556305353460298,7528.8893220344,7933.1933658561975,-20.668066341438024,-152.88751057975333,-1.9902623300724662,17600.33806687587,-54.92590349280506
2022-05-30,31716.41,404.3040438217977,0.2556305353460298,8107.682867554173,8511.98691137597,-14.880130886240295,425.9060349400197,5.54436876025571,17600.33806687587,-51.63736696969661
2022-05-31,31782.16,404.3040438217977,0.2556305353460298,8124.490575253175,8528.794619074972,-14.712053809250284,442.7137426390218,5.763168499759238,17600.33806687587,-51.54187046482757
2022-06-01,29789.58,404.3040438217977,0.2556305353460298,7615.126283133383,8019.430326955181,-19.80569673044819,-66.65054948076977,-0.8676449594030734,17600.33806687587,-54.43593017086482
2022-06-02,30439.63,404.3040438217977,0.2556305353460298,7781.298912635069,8185.602956456867,-18.143970435431328,99.52208002091629,1.2955606780761992,17600.33806687587,-53.491785638695724
2022-06-03,29680.3,404.3040438217977,0.2556305353460298,7587.190978230768,7991.495022052566,-20.08504977947434,-94.58585438338469,-1.2313017735923548,17600.33806687587,-54.59465044542131
2022-06-04,29845.48,404.3040438217977,0.2556305353460298,7629.416030059226,8033.720073881023,-19.662799261189768,-52.36080255492743,-0.6816235839164406,17600.33806687587,-54.35473998649708
2022-06-05,29897.9,404.3040438217977,0.2556305353460298,7642.816182722065,8047.120226543862,-19.528797734561376,-38.96064989208844,-0.5071827877981963,17600.33806687587,-54.27860421790035
2022-06-06,31353.78,404.3040438217977,0.2556305353460298,8014.983566521642,8419.28761034344,-15.807123896565608,333.20673390748925,4.337625801530829,17600.33806687587,-52.16405742689295
2022-06-07,31111.75,404.3040438217977,0.2556305353460298,7953.113308051843,8357.41735187364,-16.425826481263595,271.33647543768984,3.5322098174694365,17600.33806687587,-52.51558623409377
2022-06-08,30189.27,404.3040438217977,0.2556305353460298,7717.299251805837,8121.603295627635,-18.783967043723653,35.522419191684094,0.46242451408986857,17600.33806687587,-53.85541309054381
2022-06-09,30082.94,404.3040438217977,0.2556305353460298,7690.118056982494,8094.422100804291,-19.055778991957087,8.34122436834059,0.10858457034219808,17600.33806687587,-54.009848731041544
2022-06-10,29067.38,404.3040438217977,0.2556305353460298,7430.50991050648,7834.813954328278,-21.651860456717223,-251.26692210767305,-3.2709479536151207,17600.33806687587,-55.484866685183
2022-06-11,28389.49,404.3040438217977,0.2556305353460298,7257.22052690076,7661.524570722558,-23.384754292774424,-424.55630571339316,-5.526798226041594,17600.33806687587,-56.46944654352023
2022-06-12,26587.35,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-13,22471.59,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-14,22118.37,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-15,22566.73,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-16,20372.85,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-17,20432.26,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-18,18954.25,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-19,20553.48,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-20,20550.91,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-21,20699.21,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-22,19956.16,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-23,21098.41,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-24,21219.46,7200.842557754063,0.0,0.0,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-25,21474.19,360.0421278877038,0.318559183366933,6840.800429866359,7200.842557754063,-27.99157442245937,0.0,0.0,17600.33806687587,-59.08690770374366
2022-06-26,21031.85,360.0421278877038,0.318559183366933,6699.888960695829,7059.931088583533,-29.40068911416467,-140.91146917052993,-2.0598681486938624,17600.33806687587,-59.88752567275716
2022-06-27,20718.16,360.0421278877038,0.318559183366933,6599.960130465457,6960.002258353161,-30.399977416468392,-240.84029940090204,-3.5206450161798837,17600.33806687587,-60.45529221139222
2022-06-28,20251.96,360.0421278877038,0.318559183366933,6451.447839179792,6811.489967067496,-31.885100329325038,-389.35259068656705,-5.691623292892546,17600.33806687587,-61.29909584017119
2022-06-29,20094.16,360.0421278877038,0.318559183366933,6401.17920004449,6761.221327932194,-32.38778672067806,-439.62122982186884,-6.426458925808149,17600.33806687587,-61.584707621855706
2022-06-30,19908.49,360.0421278877038,0.318559183366933,6342.0323164687525,6702.074444356456,-32.97925555643544,-498.7681133976066,-7.291078266514354,17600.33806687587,-61.9207630052864
2022-07-01,19249.33,6492.0929730483085,0.0,0.0,6492.0929730483085,-35.07907026951692,0.0,0.0,17600.33806687587,-63.113816630224086
2022-07-02,19225.66,324.60464865241556,0.3207946215836488,6167.488324395893,6492.0929730483085,-35.07907026951692,0.0,0.0,17600.33806687587,-63.113816630224086
2022-07-03,19294.21,324.60464865241556,0.3207946215836488,6189.478795705452,6514.083444357868,-34.859165556421324,21.990471309559325,0.35655472946052635,17600.33806687587,-62.98887317046778
2022-07-04,20212.81,324.60464865241556,0.3207946215836488,6484.160735092192,6808.765383744608,-31.912346162553924,316.67241069629927,5.134544145688633,17600.33806687587,-61.314576129882305
2022-07-05,20158.69,324.60464865241556,0.3207946215836488,6466.799330172084,6791.4039788245,-32.085960211755,299.31100577619145,4.8530453570904655,17600.33806687587,-61.413218581261035
2022-07-06,20545.04,324.60464865241556,0.3207946215836488,6590.738332220928,6915.342980873344,-30.846570191266565,423.250007825035,6.862599255370175,17600.33806687587,-60.709033232218786
2022-07-07,21611.8,324.60464865241556,0.3207946215836488,6932.949202741501,7257.553851393916,-27.424461486060835,765.4608783456079,12.411225414368092,17600.33806687587,-58.764690633683024
2022-07-08,21592.65,324.60464865241556,0.3207946215836488,6926.805985738175,7251.4106343905905,-27.485893656094095,759.317661342282,12.3116189509229,17600.33806687587,-58.799594605299845
2022-07-09,21582.17,324.60464865241556,0.3207946215836488,6923.444058103977,7248.048706756393,-27.519512932436076,755.9557337080842,12.257108468577933,17600.33806687587,-58.81869609994968
2022-07-10,20846.53,324.60464865241556,0.3207946215836488,6687.454702682182,7012.0593513345975,-29.879406486654027,519.966378286289,8.430763885349062,17600.33806687587,-60.15951895531251
2022-07-11,19944.25,324.60464865241556,0.3207946215836488,6398.008131519688,6722.612780172103,-32.77387219827897,230.51980712379464,3.7376610217802737,17600.33806687587,-61.80407015690129
2022-07-12,19309.71,324.60464865241556,0.3207946215836488,6194.451112339999,6519.055760992414,-34.80944239007586,26.962787944105912,0.4371761489592592,17600.33806687587,-62.96062191406774
2022-07-13,20230.81,324.60464865241556,0.3207946215836488,6489.935038280699,6814.539686933114,-31.854603130668856,322.44671388480583,5.2281690199452395,17600.33806687587,-61.2817682192242
2022-07-14,20577.38,324.60464865241556,0.3207946215836488,6601.112830282944,6925.717478935359,-30.74282521064641,433.6245058870509,7.030811946117862,17600.33806687587,-60.65008835273639
2022-07-15,20827.27,324.60464865241556,0.3207946215836488,6681.2761982704815,7005.880846922897,-29.94119153077103,513.7878738745885,8.330585269894518,17600.33806687587,-60.194623419716685
2022-07-16,21199.01,324.60464865241556,0.3207946215836488,6800.528390897986,7125.133039550402,-28.74866960449598,633.0400665020934,10.264146978569268,17600.33806687587,-59.51706715815862
2022-07-17,20792.81,324.60464865241556,0.3207946215836488,6670.221615610709,6994.826264263124,-30.051737357368758,502.73329121481584,8.151345649512173,17600.33806687587,-60.257432342009935
2022-07-18,22447.39,324.60464865241556,0.3207946215836488,7201.001980590582,7525.606629242998,-24.743933707570022,1033.5136561946892,16.757448118816214,17600.33806687587,-57.24169274108254
2022-07-19,23399.91,324.60464865241556,0.3207946215836488,7506.56527354144,7831.169922193855,-21.688300778061446,1339.0769491455467,21.711868409198967,17600.33806687587,-55.50557101552358
2022-07-20,23222.77,324.60464865241556,0.3207946215836488,7449.739714274112,7774.3443629265275,-22.256556370734724,1282.251389878219,20.790495618876033,17600.33806687587,-55.82843730963343
2022-07-21,23153.54,324.60464865241556,0.3207946215836488,7427.531102621876,7752.135751274292,-22.478642487257083,1260.042778225983,20.430403949721374,17600.33806687587,-55.95462017934791
2022-07-22,22686.32,324.60464865241556,0.3207946215836488,7277.649439525563,7602.254088177979,-23.977459118220214,1110.1611151296702,18.000214296934413,17600.33806687587,-56.80620418033022
2022-07-23,22452.14,324.60464865241556,0.3207946215836488,7202.525755043104,7527.13040369552,-24.728695963044803,1035.0374306472113,16.78215468285614,17600.33806687587,-57.233035097992214
2022-07-24,22585.4,324.60464865241556,0.3207946215836488,7245.274846315342,7569.879494967758,-24.301205050322423,1077.7865219194491,17.47529083526913,17600.33806687587,-56.99014719942001
2022-07-25,21305.59,324.60464865241556,0.3207946215836488,6834.718681666372,7159.323330318787,-28.40676669681213,667.2303572704786,10.818510261806358,17600.33806687587,-59.322807873828545
2022-07-26,21258.08,324.60464865241556,0.3207946215836488,6819.477729194933,7144.082377847349,-28.55917622152651,651.9894047990401,10.571392607587995,17600.33806687587,-59.40940253134892
2022-07-27,22960.19,324.60464865241556,0.3207946215836488,7365.5054625386765,7690.110111191092,-23.098898888089078,1198.0171381427836,19.42471675874846,17600.33806687587,-56.307031819667095
2022-07-28,23855.65,324.60464865241556,0.3207946215836488,7652.764214381972,7977.368863034388,-20.226311369656123,1485.2758899860792,24.082346197737834,17600.33806687587,-54.674911170894326
2022-07-29,23769.15,324.60464865241556,0.3207946215836488,7625.015479614986,7949.620128267402,-20.50379871732598,1457.5271552190934,23.632426663115876,17600.33806687587,-54.83257140822357
2022-07-30,23646.03,324.60464865241556,0.3207946215836488,7585.519245805606,7910.123894458022,-20.898761055419783,1418.0309214097133,22.99203252320076,17600.33806687587,-55.05697751712504
2022-07-31,23308.14,324.60464865241556,0.3207946215836488,7477.125951118708,7801.730599771124,-21.982694002288763,1309.6376267228152,21.23453759194744,17600.33806687587,-55.67283668002884
2022-08-01,23271.57,324.60464865241556,0.3207946215836488,7465.394491807394,7789.9991404598095,-22.100008595401903,1297.906167411501,21.044323055749462,17600.33806687587,-55.73949141851588
2022-08-02,22991.49,324.60464865241556,0.3207946215836488,7375.546334194246,7700.1509828466615,-22.998490171533387,1208.058009798353,19.587520012316887,17600.33806687587,-56.24998250835604
2022-08-03,22825.25,324.60464865241556,0.3207946215836488,7322.2174363021795,7646.822084954595,-23.53177915045405,1154.7291119062866,18.722842284738213,17600.33806687587,-56.55298178990073
2022-08-04,22622.99,324.60464865241556,0.3207946215836488,7257.333516140671,7581.938164793087,-24.180618352069132,1089.8451917447783,17.67081078100831,17600.33806687587,-56.92163334599566
2022-08-05,23319.22,324.60464865241556,0.3207946215836488,7480.680355525855,7805.28500417827,-21.947149958217295,1313.1920311299618,21.292168903434273,17600.33806687587,-55.65264158835706
2022-08-06,22956.4,324.60464865241556,0.3207946215836488,7364.289650922876,7688.894299575291,-23.111057004247087,1196.8013265269828,19.405003521335566,17600.33806687587,-56.31393970752233
2022-08-07,23179.86,324.60464865241556,0.3207946215836488,7435.974417061958,7760.579065714373,-22.394209342856268,1268.486092666065,20.567304321412127,17600.33806687587,-55.90664772331895
2022-08-08,23817.72,324.60464865241556,0.3207946215836488,7640.596474385304,7965.201123037719,-20.34798876962281,1473.1081499894108,23.885057782151573,17600.33806687587,-54.744044729297784
2022-08-09,23156.66,324.60464865241556,0.3207946215836488,7428.531981841216,7753.136630493632,-22.46863369506368,1261.0436574453233,20.44663226125917,17600.33806687587,-55.94893347483385
2022-08-10,23959.67,324.60464865241556,0.3207946215836488,7686.133270919102,8010.7379195715175,-19.892620804284824,1518.644946523209,24.623393943302855,17600.33806687587,-54.485317900524535
2022-08-11,23943.36,324.60464865241556,0.3207946215836488,7680.9011106410735,8005.505759293489,-19.94494240706511,1513.4127862451805,24.53855940446259,17600.33806687587,-54.51504551290418
2022-08-12,24412.17,324.60464865241556,0.3207946215836488,7831.292837185703,8155.897485838119,-18.441025141618812,1663.8045127898104,26.977019254475533,17600.33806687587,-53.66056347981375
2022-08-13,24449.86,324.60464865241556,0.3207946215836488,7843.383586473192,8167.988235125607,-18.320117648743924,1675.8952620772989,27.173059338405043,17600.33806687587,-53.59186736021907
2022-08-14,24313.71,324.60464865241556,0.3207946215836488,7799.707398744577,8124.312047396993,-18.756879526030072,1632.2190743486844,26.464891192291972,17600.33806687587,-53.8400227511136
2022-08-15,24101.69,324.60464865241556,0.3207946215836488,7731.692523076412,8056.297171728827,-19.437028282711726,1564.2041986805189,25.362094201187368,17600.33806687587,-54.22646348543205
2022-08-16,23858.64,324.60464865241556,0.3207946215836488,7653.723390300506,7978.328038952922,-20.216719610470783,1486.2350659046133,24.09789832962822,17600.33806687587,-54.66946141240169
2022-08-17,23338.03,324.60464865241556,0.3207946215836488,7486.714502357843,7811.319151010259,-21.886808489897412,1319.2261779619503,21.390006897032414,17600.33806687587,-55.61835732171934
2022-08-18,23201.51,324.60464865241556,0.3207946215836488,7442.919620619243,7767.524269271658,-22.324757307283416,1275.4312962233498,20.679914239615176,17600.33806687587,-55.86718709744406
2022-08-19,20833.43,324.60464865241556,0.3207946215836488,6683.252293139437,7007.8569417918525,-29.921430582081477,515.763968743544,8.362625782417888,17600.33806687587,-60.1833958236248
2022-08-20,21142.06,324.60464865241556,0.3207946215836488,6782.259137198798,7106.863785851214,-28.93136214148786,614.7708128029053,9.967928279185227,17600.33806687587,-59.62086774215746
2022-08-21,21514.79,324.60464865241556,0.3207946215836488,6901.828916501671,7226.433565154087,-27.73566434845913,734.3405921057783,11.906639355944094,17600.33806687587,-58.941507045513205
2022-08-22,21399.66,324.60464865241556,0.3207946215836488,6864.895831718746,7189.500480371162,-28.104995196288385,697.4075073228532,11.307804257435128,17600.33806687587,-59.15135008740586
2022-08-23,21520.62,324.60464865241556,0.3207946215836488,6903.699149145504,7228.303797797919,-27.71696202202081,736.2108247496108,11.93696341243942,17600.33806687587,-58.93088092778339
2022-08-24,21369.05,324.60464865241556,0.3207946215836488,6855.076308352071,7179.680957004486,-28.20319042995514,687.5879839561776,11.148589957379887,17600.33806687587,-59.20714176214168
2022-08-25,21565.47,324.60464865241556,0.3207946215836488,6918.086787923531,7242.691436575947,-27.573085634240535,750.5984635276382,12.17024539079544,17600.33806687587,-58.849134550393586
2022-08-26,20247.99,324.60464865241556,0.3207946215836488,6495.4462898795055,6820.050938531921,-31.799490614680792,327.9579654836125,5.317528761041247,17600.33806687587,-61.25045489116274
2022-08-27,20038.42,324.60464865241556,0.3207946215836488,6428.217361034219,6752.822009686634,-32.47177990313366,260.72903663832585,4.227475155599332,17600.33806687587,-61.63243010430829
2022-08-28,19554.08,324.60464865241556,0.3207946215836488,6272.843694016396,6597.448342668811,-34.02551657331189,105.35536962050264,1.708237844630573,17600.33806687587,-62.51521807364985
2022-08-29,20292.37,324.60464865241556,0.3207946215836488,6509.6831551853875,6834.287803837803,-31.65712196162197,342.1948307894945,5.548366089902774,17600.33806687587,-61.169565164773466
2022-08-30,19813.51,324.60464865241556,0.3207946215836488,6356.06744269384,6680.672091346256,-33.193279086537444,188.5791182979474,3.0576323517632074,17600.33806687587,-62.042364947981355
2022-08-31,20050.28,324.60464865241556,0.3207946215836488,6432.021985246201,6756.626633898617,-32.43373366101383,264.5336608503085,4.289163544970628,17600.33806687587,-61.610813336507995
2022-09-01,20129.93,324.60464865241556,0.3207946215836488,6457.57327685534,6782.177925507755,-32.17822074492245,290.08495245944687,4.703453613556062,17600.33806687587,-61.46563833184586
2022-09-02,19957.44,324.60464865241556,0.3207946215836488,6402.239412578376,6726.844061230791,-32.73155938769209,234.75108818248282,3.806267249082741,17600.33806687587,-61.78002924903571
2022-09-03,19834.79,324.60464865241556,0.3207946215836488,6362.893952241142,6687.4986008935575,-33.12501399106442,195.405627845249,3.1683177586621376,17600.33806687587,-62.00357870693664
2022-09-04,20003.46,324.60464865241556,0.3207946215836488,6417.002381063655,6741.60702971607,-32.5839297028393,249.5140566677619,4.045634844265423,17600.33806687587,-61.69615035745315
2022-09-05,19793.29,324.60464865241556,0.3207946215836488,6349.58097544542,6674.185624097836,-33.25814375902164,182.09265104952738,2.9524604096816573,17600.33806687587,-62.07921916762062
2022-09-06,18791.95,324.60464865241556,0.3207946215836488,6028.356489068849,6352.961137721265,-36.47038862278735,-139.13183532704352,-2.2558913452125835,17600.33806687587,-63.9043232375312
2022-09-07,19287.52,324.60464865241556,0.3207946215836488,6187.332679687058,6511.937328339473,-34.88062671660527,19.844355291164902,0.32175748452849584,17600.33806687587,-63.00106677726237
2022-09-08,19321.77,324.60464865241556,0.3207946215836488,6198.319895476298,6522.924544128714,-34.770754558712866,30.83157108040541,0.4999048147111875,17600.33806687587,-62.93864061392681
2022-09-09,21369.73,324.60464865241556,0.3207946215836488,6855.294448694747,7179.899097347163,-28.20100902652837,687.8061242988542,11.15212689707402,17600.33806687587,-59.20590235218349
2022-09-10,21655.13,324.60464865241556,0.3207946215836488,6946.849233694721,7271.453882347137,-27.285461176528635,779.3609092988281,12.636601292231333,17600.33806687587,-58.68571470208214
2022-09-11,21836.45,324.60464865241556,0.3207946215836488,7005.015714480268,7329.620363132683,-26.703796368673167,837.5273900843749,13.579715858909402,17600.33806687587,-58.35522968205281
2022-09-12,22400.52,324.60464865241556,0.3207946215836488,7185.966336676956,7510.570985329372,-24.89429014670628,1018.4780122810635,16.513659349015853,17600.33806687587,-57.32712089511285
2022-09-13,20173.77,324.60464865241556,0.3207946215836488,6471.636913065567,6796.241561717982,-32.03758438282018,304.1485886696737,4.931482196189891,17600.33806687587,-61.38573284277633
