date,open,high,low,close,price,volume,wt1,wt2
2021-07-17,31401.76,31966.25,31194.16,31546.64,31546.64,881285396.92,-32.651951080719314,-30.443828660974006
2021-07-18,31546.64,32446.17,31131.67,31806.3,31806.3,796652696.45,-35.10273661205139,-32.609887382388784
2021-07-19,31806.3,31907.17,30487.11,30847.55,30847.55,1179342118.61,-40.3992555416733,-35.15150858050309
2021-07-20,30847.55,31063.88,29320.09,29795.55,29795.55,1291958152.32,-48.74282250757937,-39.224191435505844
2021-07-21,29795.55,32814.13,29513.88,32139.48,32139.48,1538668590.41,-51.32609090601167,-43.89272639182893
2021-07-22,32139.48,32604.4,31738.48,32299.47,32299.47,785311959.3,-48.313184245494526,-47.19533830018972
2021-07-23,32299.47,33637.93,32012.62,33637.92,33637.92,765209760.41,-42.358654568975666,-47.68518805701531
2021-07-24,33637.92,34519.75,33429.09,34282.56,34282.56,686017155.75,-37.52941168110525,-44.88183535039678
2021-07-25,34282.56,35382.63,33892.36,35369.93,35369.93,781929775.48,-35.19178469980612,-40.848258798845386
2021-09-25,42848.41,42992.94,41710.08,42721.91,42721.91,767641976.96,-33.80957507865922,-22.773499407741365
2021-09-26,42721.91,43928.49,40825.4,43201.79,43201.79,1187820024.18,-41.68158469200303,-30.105277692991667
2021-09-27,43201.79,44360.41,42139.24,42187.51,42187.51,1140232492.25,-49.252963939663246,-37.789812212277994
2021-09-28,42187.51,42781.24,40924.13,41056.79,41056.79,1335757058.57,-49.441136473345416,-43.54631504591773
2021-09-29,41056.79,42603.18,40790.67,41539.43,41539.43,1100252801.68,-46.95029013634494,-46.83149381033916
2021-09-30,41539.43,44106.6,41436.79,43829.34,43829.34,1469981944.79,-43.229228880632284,-47.21840485749647
2021-10-01,43829.34,48470.13,43304.82,48164.35,48164.35,2498575570.28,-33.05105163331347,-43.16792678090903
2021-11-29,57331.41,58898.57,56752.37,57839.55,57839.55,1690005715.85,-34.458270822636,-24.18476037354958
2021-11-30,57839.55,59226.33,55931.33,56975.35,56975.35,2383744473.31,-41.70033617563016,-30.310701772742178
2021-12-01,56975.35,59096.53,56505.99,57227.97,57227.97,2072824070.98,-44.68647122855458,-36.644002411831586
2021-12-02,57227.97,57409.48,55850.4,56522.76,56522.76,1712170975.38,-48.379593876947,-42.30616802594194
2021-12-03,56522.76,57639.15,52493.23,53663.25,53663.25,2461497753.56,-53.70560709222958,-47.11800209334034
2021-12-04,53663.25,53871.2,43563.07,49243.39,49243.39,4315348557.56,-63.50371890103098,-52.56884777469054
2021-12-05,49243.39,49764.31,47840.63,49465.5,49465.5,2074283149.33,-71.55662338165507,-59.28638581296566
2021-12-06,49465.5,50986.02,47260.2,50552.83,50552.83,2437856119.9,-76.40138645197808,-66.29183395672344
2021-12-07,50552.83,51953.27,50083.33,50633.01,50633.01,1496164576.66,-71.4573807005314,-70.72977735879888
2021-12-08,50633.01,51215.6,48711.85,50513.04,50513.04,1290175070.3,-67.94230888505115,-71.83942485480392
2021-12-09,50513.04,50829.41,47347.73,47593.85,47593.85,1681556175.72,-65.23826104299124,-70.25983427013797
2021-12-10,47593.85,50047.85,46989.42,47191.14,47191.14,1905617871.17,-63.36991784627588,-67.00196711871243
2021-12-11,47191.14,49504.07,46829.85,49398.4,49398.4,1181186604.23,-63.23174857297131,-64.9455590868224
2021-12-12,49398.4,50807.75,48689.25,50109.99,50109.99,1072562349.4,-61.91749073685826,-63.43935454977417
2021-12-13,50109.99,50215.42,45800.52,46731.03,46731.03,2353893179.4,-61.17088065328234,-62.42250945234695
2021-12-14,46731.03,48665.63,46320.4,48387.69,48387.69,1646492085.28,-60.31249025678847,-61.6581525549751
2021-12-15,48387.69,49499.91,46562.1,48885.05,48885.05,2132679583.02,-59.050657994156836,-60.61287991027148
2021-12-16,48885.05,49451.4,47546.15,47635.92,47635.92,1271265804.99,-60.05570525373479,-60.14743353949061
2021-12-17,47635.92,48004.37,45505.02,46164.14,46164.14,1756062773.63,-59.37612802952179,-59.698745383550474
2021-12-18,46164.14,47356.67,45522.92,46861.62,46861.62,874187163.05,-58.01662672673746,-59.12477950103772
2021-12-19,46861.62,48286.29,46459.66,46697.13,46697.13,1035963939.83,-57.85924173618677,-58.82692543654521
2021-12-20,46697.13,47495.72,45586.49,46913.54,46913.54,1517599333.73,-60.98210090628016,-59.05852434968155
2021-12-21,46913.54,49334.04,46661.88,48917.48,48917.48,1546447524.57,-60.0068677049329,-59.21620926853433
2021-12-22,48917.48,49581.41,48460.43,48614.97,48614.97,1028434929.44,-58.44471345246197,-59.32323094996545
2021-12-23,48614.97,51382.88,48062.25,50830.2,50830.2,1525047125.27,-52.52105656927622,-57.988684658237815
2021-12-24,50830.2,51863.56,50449.36,50840.36,50840.36,1107244995.18,-42.559001631730666,-53.382909839600444
2021-12-25,50840.36,51158.56,50199.56,50431.63,50431.63,585818997.15,-30.395210342549532,-45.9799954990046
2022-01-09,41686.67,42800.66,41237.13,41869.6,41869.6,901652458.82,-30.004094664032543,-27.823668206733558
2022-01-10,41869.6,42251.07,39667.6,41832.59,41832.59,2140270933.32,-30.98860786881463,-29.22334143060054
2022-01-11,41832.59,43122.32,41279.45,42743.03,42743.03,1545270650.68,-33.52572995579883,-30.79804418136994
2022-01-12,42743.03,44293.83,42471.08,43919.67,43919.67,1384575768.8,-35.36476304201772,-32.47079888266593
2022-01-13,43919.67,44442.67,42334.75,42575.61,42575.61,1263083590.1,-39.90671560102548,-34.94645411691417
2022-01-14,42575.61,43467.05,41785.44,43089.83,43089.83,1165100829.55,-45.743521739762514,-38.63518258465114
2022-01-15,43089.83,43811.94,42589.82,43088.74,43088.74,607715303.39,-49.032015851737505,-42.51175405863581
2022-01-16,43088.74,43484.21,42617.07,43100.36,43100.36,543620929.25,-52.0259927569703,-46.677061487373955
2022-01-17,43100.36,43198.05,41571.67,42224.38,42224.38,861459661.83,-57.77127036127312,-51.143200177435865
2022-01-18,42224.38,42682.77,41301.01,42372.75,42372.75,1099916846.37,-58.18480352998683,-54.253520624991936
2022-01-19,42372.75,42575.28,41144.83,41674.8,41674.8,1359832054.32,-56.8025406989977,-56.19615183680699
2022-01-20,41674.8,43513.14,40564.32,40697.03,40697.03,1482814889.83,-56.534949291491955,-57.32339097043741
2022-01-21,40697.03,41116.66,35494.42,36469.3,36469.3,3610621840.61,-62.04608306754157,-58.39209414700452
2022-01-22,36469.3,36811.86,34130.35,35075.92,35075.92,2419705021.17,-67.84684119838865,-60.80760356410497
2022-01-23,35075.92,36539.19,34648.38,36288.15,36288.15,1405386710.59,-71.13625286318286,-64.39103160515127
2022-01-24,36288.15,37469.19,32990.72,36702.79,36702.79,3289034581.3,-72.13585951329347,-68.29125916060164
2022-01-25,36702.79,37555.35,35732.05,36975.99,36975.99,1632275610.85,-71.45046913948296,-70.642355678587
