date,price,total_value,position,position_type,peak,dd
2021-08-16,45927.4,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-17,44684.43,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-18,44714.54,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-19,46761.49,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-20,49336.45,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-21,48867.87,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-22,49289.71,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-23,49521.06,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-24,47690.54,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-25,48996.44,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-26,46852.22,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-27,49088.1,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-28,48918.9,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-29,48794.26,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-30,46993.31,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-08-31,47159.26,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-09-01,48840.01,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-09-02,49280.77,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-09-03,50019.51,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-09-04,49935.29,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-09-05,51784.16,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-09-06,52693.32,10547.57319285128,0.0,,11201.737975861557,-5.83985078404732
2021-09-07,46856.31,10547.57319285128,-0.07428453400707231,SHORT,11201.737975861557,-5.83985078404732
2021-09-08,46073.45,10605.727583144057,-0.07428453400707231,SHORT,11201.737975861557,-5.320695717055993
2021-09-09,46392.85,10582.001102982198,-0.07428453400707231,SHORT,11201.737975861557,-5.532506421903636
2021-09-10,44853.1,10696.380714219587,-0.07428453400707231,SHORT,11201.737975861557,-4.511418341787281
2021-09-11,45166.12,10673.128169384692,-0.07428453400707231,SHORT,11201.737975861557,-4.7189981377528865
2021-09-12,46049.72,10607.490355136044,-0.07428453400707231,SHORT,11201.737975861557,-5.304959123361461
2021-09-13,44958.56,10688.546667263201,-0.07428453400707231,SHORT,11201.737975861557,-4.5813543371950285
2021-09-14,47129.01,10527.31580042755,-0.07428453400707231,SHORT,11201.737975861557,-6.02069229692132
2021-09-15,48148.45,10451.587175079381,-0.07428453400707231,SHORT,11201.737975861557,-6.69673583151707
2021-09-16,47764.47,10480.110950447417,-0.07428453400707231,SHORT,11201.737975861557,-6.442098779396218
2021-09-17,47297.98,10514.763942716376,-0.07428453400707231,SHORT,11201.737975861557,-6.1327450671095
2021-09-18,48312.46,10439.40376865688,-0.07428453400707231,SHORT,11201.737975861557,-6.805499368467801
2021-09-19,47251.76,10518.197373878182,-0.07428453400707231,SHORT,11201.737975861557,-6.102094188029803
2021-09-20,42925.46,10839.574553352979,-0.07428453400707231,SHORT,11201.737975861557,-3.233100285768139
2021-09-21,40709.59,11004.179423723232,-0.07428453400707231,SHORT,11201.737975861557,-1.763641968452049
2021-09-22,43576.15,10791.238349919917,-0.07428453400707231,SHORT,11201.737975861557,-3.6646065711072624
2021-09-23,44893.87,10693.352133768118,-0.07428453400707231,SHORT,11201.737975861557,-4.5384550432169695
2021-09-24,42848.41,10845.298176698225,-0.07428453400707231,SHORT,11201.737975861557,-3.182004434770913
2021-09-25,42721.91,10854.69517025012,-0.07428453400707231,SHORT,11201.737975861557,-3.098115724178469
2021-09-26,43201.79,10819.047508070806,-0.07428453400707231,SHORT,11201.737975861557,-3.416349039902602
2021-09-27,42187.51,10894.392825223498,-0.07428453400707231,SHORT,11201.737975861557,-2.743727368916787
2021-09-28,41056.79,10978.387833515975,-0.07428453400707231,SHORT,11201.737975861557,-1.9938882950741699
2021-09-29,41539.43,10942.535146022801,-0.07428453400707231,SHORT,11201.737975861557,-2.3139519099385097
2021-09-30,43829.34,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-01,48164.35,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-02,47669.02,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-03,48234.05,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-04,49276.91,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-05,51504.27,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-06,55345.85,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-07,53797.21,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-08,53949.29,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-09,54968.04,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-10,54700.24,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-11,57498.8,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-12,56010.9,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-13,57369.0,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-14,57359.21,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-15,61684.96,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-16,60877.77,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-17,61520.54,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-18,62038.16,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-19,64283.97,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
