date,price,total_value,position,position_type,peak,dd
2021-10-20,66021.02,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-21,62283.96,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-22,60693.59,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-23,61313.09,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-24,60863.56,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-25,63089.04,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-26,60315.68,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-27,58464.42,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-28,60610.11,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-29,62282.5,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-30,61891.91,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-10-31,61349.75,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-01,60960.98,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-02,63260.05,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-03,62929.93,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-04,61448.47,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-05,61019.66,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-06,61529.76,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-07,63302.78,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-08,67549.14,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-09,66939.24,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-10,64926.06,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-11,64820.8,10772.430248754667,0.0,,11201.737975861557,-3.8325099911460057
2021-11-12,64156.3,10772.430248754667,-0.05541002180750823,SHORT,11201.737975861557,-3.8325099911460057
2021-11-13,64409.56,10758.397106631697,-0.05541002180750823,SHORT,11201.737975861557,-3.957786463004294
2021-11-14,65509.06,10697.473787654342,-0.05541002180750823,SHORT,11201.737975861557,-4.501660271770733
2021-11-15,63614.06,10802.47577897957,-0.05541002180750823,SHORT,11201.737975861557,-3.5642879501587275
2021-11-16,60108.9,10996.696771018376,-0.05541002180750823,SHORT,11201.737975861557,-1.8304410019679158
2021-11-17,60365.6,10982.473018420389,-0.05541002180750823,SHORT,11201.737975861557,-1.9574190890168874
2021-11-18,56930.68,11172.802010527434,-0.05541002180750823,SHORT,11201.737975861557,-0.25831674867308185
2021-11-19,58136.22,11106.003012837611,-0.05541002180750823,SHORT,11201.737975861557,-0.8546438350034938
2021-11-20,59769.66,11015.494066816354,-0.05541002180750823,SHORT,11201.737975861557,-1.6626340434541191
2021-11-21,58700.83,11074.717960424874,-0.05541002180750823,SHORT,11201.737975861557,-1.1339313212860038
2021-11-22,56303.06,11207.578448414262,-0.05541002180750823,SHORT,11207.578448414262,0.0
2021-11-23,57566.6,11137.565669459604,-0.05541002180750823,SHORT,11207.578448414262,-0.6246914021339249
2021-11-24,57175.09,11159.259247097461,-0.05541002180750823,SHORT,11207.578448414262,-0.43112971762100394
2021-11-25,58966.99,11059.970029020587,-0.05541002180750823,SHORT,11207.578448414262,-1.3170411438392362
2021-11-26,53788.22,11346.925787656657,-0.05541002180750823,SHORT,11346.925787656657,0.0
2021-11-27,54805.03,11290.584323382564,-0.05541002180750823,SHORT,11346.925787656657,-0.49653505564813527
2021-11-28,57331.41,11150.59755248851,-0.05541002180750823,SHORT,11346.925787656657,-1.7302328299504257
2021-11-29,57839.55,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-11-30,56975.35,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-01,57227.97,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-02,56522.76,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-03,53663.25,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-04,49243.39,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-05,49465.5,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-06,50552.83,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-07,50633.01,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-08,50513.04,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-09,47593.85,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-10,47191.14,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-11,49398.4,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-12,50109.99,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-13,46731.03,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-14,48387.69,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-15,48885.05,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-16,47635.92,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-17,46164.14,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-18,46861.62,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-19,46697.13,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-20,46913.54,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-21,48917.48,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-22,48614.97,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-23,50830.2,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-24,50840.36,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-25,50431.63,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-26,50790.88,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-27,50714.73,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-28,47536.39,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-29,46471.7,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-30,47129.66,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2021-12-31,46197.31,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-01,47737.35,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-02,47306.41,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-03,46450.79,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-04,45824.54,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-05,43432.51,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-06,43094.54,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-07,41543.79,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-08,41686.67,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-09,41869.6,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-10,41832.59,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-11,42743.03,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-12,43919.67,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-13,42575.61,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-14,43089.83,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-15,43088.74,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-16,43100.36,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-17,42224.38,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-18,42372.75,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-19,41674.8,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-20,40697.03,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-21,36469.3,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-22,35075.92,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-23,36288.15,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-24,36702.79,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-25,36975.99,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-26,36829.37,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-27,37189.85,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-28,37744.7,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-29,38184.86,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-30,37908.44,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-01-31,38494.66,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-01,38721.49,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-02,36918.19,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-03,37328.64,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-04,41590.34,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-05,41418.21,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-06,42412.41,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-07,43861.07,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-08,44080.12,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-09,44422.91,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-10,43531.67,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-11,42398.98,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-12,42239.01,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-13,42069.84,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-14,42552.28,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-15,44576.33,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-16,43896.34,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-17,40545.09,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-18,39994.66,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-19,40107.12,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-20,38397.25,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-21,37037.39,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-22,38267.75,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-23,37270.85,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-24,38353.62,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-25,39239.77,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-26,39134.83,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-27,37714.96,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-02-28,43189.46,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-01,44428.47,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-02,43935.37,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-03,42474.37,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-04,39154.4,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-05,39407.02,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-06,38428.92,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-07,38030.63,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-08,38748.52,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-09,41962.85,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-10,39443.42,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-11,38741.03,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-12,38805.53,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-13,37796.31,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-14,39696.28,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-15,39314.86,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-16,41133.64,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-17,40956.79,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-18,41790.97,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-19,42235.02,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-20,41243.16,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-21,41043.9,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-22,42380.11,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-23,42904.1,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-24,44006.77,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-25,44331.36,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-26,44542.31,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-27,46842.14,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-28,47128.71,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-29,47445.3,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-30,47056.41,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-03-31,45522.65,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-01,46299.75,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-02,45822.28,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-03,46414.26,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-04,46609.36,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-05,45501.58,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-06,43177.78,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-07,43466.21,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-08,42273.38,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-09,42768.61,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-10,42153.77,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-11,39536.71,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-12,40086.66,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-13,41150.33,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-14,39951.63,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-15,40563.69,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-16,40392.55,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-17,39688.16,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-18,40811.03,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-19,41504.44,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-20,41375.35,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-21,40490.97,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-22,39716.04,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-23,39445.97,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-24,39466.26,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-25,40437.52,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-26,38117.39,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-27,39252.04,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-28,39749.75,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-29,38594.22,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-04-30,37650.13,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-05-01,38480.53,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-05-02,38513.01,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-05-03,37725.38,11122.441504007244,0.0,,11346.925787656657,-1.9783709513074517
2022-05-04,39680.21,11122.441504007244,0.09249965401701228,LONG,11346.925787656657,-1.9783709513074517
2022-05-05,36546.86,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-06,36009.89,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-07,35469.21,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-08,34033.77,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-09,30076.9,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-10,31013.12,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-11,29017.21,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-12,28915.72,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-13,29244.83,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-14,30050.31,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-15,31296.11,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-16,29838.5,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-17,30415.91,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-18,28667.29,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-19,30282.48,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-20,29166.15,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-21,29410.72,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-22,30264.29,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-23,29075.68,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-24,29630.05,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-25,29508.27,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-26,29188.71,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-27,28597.33,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-28,29013.53,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-29,29452.23,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-30,31716.41,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-05-31,31782.16,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-01,29789.58,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-02,30439.63,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-03,29680.3,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-04,29845.48,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-05,29897.9,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-06,31353.78,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-07,31111.75,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-08,30189.27,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-09,30082.94,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-10,29067.38,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-11,28389.49,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-12,26587.35,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-13,22471.59,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-14,22118.37,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-15,22566.73,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-16,20372.85,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-17,20432.26,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-18,18954.25,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-19,20553.48,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-20,20550.91,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-21,20699.21,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-22,19956.16,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-23,21098.41,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-24,21219.46,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-25,21474.19,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-26,21031.85,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-27,20718.16,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-28,20251.96,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-29,20094.16,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-06-30,19908.49,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-01,19249.33,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-02,19225.66,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-03,19294.21,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-04,20212.81,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-05,20158.69,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-06,20545.04,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-07,21611.8,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-08,21592.65,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-09,21582.17,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-10,20846.53,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-11,19944.25,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-12,19309.71,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-13,20230.81,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-14,20577.38,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-15,20827.27,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-16,21199.01,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-17,20792.81,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-18,22447.39,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-19,23399.91,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-20,23222.77,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-21,23153.54,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-22,22686.32,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-23,22452.14,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-24,22585.4,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-25,21305.59,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-26,21258.08,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-27,22960.19,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-28,23855.65,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-29,23769.15,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-30,23646.03,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-07-31,23308.14,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-01,23271.57,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-02,22991.49,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-03,22825.25,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-04,22622.99,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-05,23319.22,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-06,22956.4,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-07,23179.86,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-08,23817.72,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-09,23156.66,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-10,23959.67,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-11,23943.36,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-12,24412.17,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-13,24449.86,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-14,24313.71,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-15,24101.69,10832.607713093039,0.0,,11346.925787656657,-4.532664478365589
2022-08-16,23858.64,10832.607713093039,-0.29966171963873073,SHORT,11346.925787656657,-4.532664478365589
2022-08-17,23338.03,10988.614600954159,-0.29966171963873073,SHORT,11346.925787656657,-3.1577820583992366
2022-08-18,23201.51,11029.524418919238,-0.29966171963873073,SHORT,11346.925787656657,-2.797245480204803
2022-08-19,20833.43,11739.147343961324,-0.29966171963873073,SHORT,11739.147343961324,0.0
2022-08-20,21142.06,11646.662747429222,-0.29966171963873073,SHORT,11739.147343961324,-0.7878306134361324
2022-08-21,21514.79,11534.969834668278,-0.29966171963873073,SHORT,11739.147343961324,-1.7392873886882048
2022-08-22,21399.66,11569.469888450285,-0.29966171963873073,SHORT,11739.147343961324,-1.445398464977285
2022-08-23,21520.62,11533.222806842785,-0.29966171963873073,SHORT,11739.147343961324,-1.7541694561357342
2022-08-24,21369.05,11578.642533688426,-0.29966171963873073,SHORT,11739.147343961324,-1.3672612292021564
2022-08-25,21565.47,11519.782978716987,-0.29966171963873073,SHORT,11739.147343961324,-1.868656716002284
2022-08-26,20247.99,11914.581301106622,-0.29966171963873073,SHORT,11914.581301106622,0.0
2022-08-27,20038.42,11977.381407691311,-0.29966171963873073,SHORT,11977.381407691311,0.0
2022-08-28,19554.08,12122.519564981132,-0.29966171963873073,SHORT,12122.519564981132,0.0
2022-08-29,20292.37,11901.282313989055,-0.29966171963873073,SHORT,12122.519564981132,-1.8250104675530898
2022-08-30,19813.51,12044.778325055258,-0.29966171963873073,SHORT,12122.519564981132,-0.6412960565594661
2022-08-31,20050.28,11973.827419696396,-0.29966171963873073,SHORT,12122.519564981132,-1.2265778948649428
2022-09-01,20129.93,11949.95936372717,-0.29966171963873073,SHORT,12122.519564981132,-1.4234681192220509
2022-09-02,19957.44,12001.648013747656,0.0,,12122.519564981132,-0.9970827482320066
2022-09-03,19834.79,12001.648013747656,0.0,,12122.519564981132,-0.9970827482320066
2022-09-04,20003.46,12001.648013747656,0.0,,12122.519564981132,-0.9970827482320066
